batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_07,batch_07__r311_plainsgpholdings公司__20230__sustainabilityreport__sasb,r311_plainsgpholdings公司__20230__sustainabilityreport,r311_plainsgpholdings公司,Plains GP Holdings公司,Plains GP Holdings公司,311,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,Contents Message From Our Chairman and CEO 1 Our Assets 2 About Plains 3 About This Report 3 2023 Sustainability Performance at a Glance 4 Disclosure Charts and Reporting Frameworks 8 Disclosure Charts 9 SASB Index 14 TCFD Index 15 GRI Inde,2,seed_batch_07,medium
batch_07,batch_07__r311_plainsgpholdings公司__20230__sustainabilityreport__tcfd,r311_plainsgpholdings公司__20230__sustainabilityreport,r311_plainsgpholdings公司,Plains GP Holdings公司,Plains GP Holdings公司,311,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,Contents Message From Our Chairman and CEO 1 Our Assets 2 About Plains 3 About This Report 3 2023 Sustainability Performance at a Glance 4 Disclosure Charts and Reporting Frameworks 8 Disclosure Charts 9 SASB Index 14 TCFD Index 15 GRI Inde,2,seed_batch_07,medium
batch_07,batch_07__r313_exor集团__20230__sustainabilityreport__gri,r313_exor集团__20230__sustainabilityreport,r313_exor集团,EXOR集团,EXOR集团,313,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,SUSTAINABILITY REPORT Exor’s Sustainability Report is presented as part of the Annual Report and has been prepared with reference to the Global Reporting Initiative (GRI) Standards and in accordance with the Sustainability Accounting Standa,1,seed_batch_07,medium
batch_07,batch_07__r313_exor集团__20230__sustainabilityreport__sasb,r313_exor集团__20230__sustainabilityreport,r313_exor集团,EXOR集团,EXOR集团,313,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,SUSTAINABILITY REPORT Exor’s Sustainability Report is presented as part of the Annual Report and has been prepared with reference to the Global Reporting Initiative (GRI) Standards and in accordance with the Sustainability Accounting Standa,1,seed_batch_07,medium
batch_07,batch_07__r313_exor集团__20230__sustainabilityreport__ghg_protocol,r313_exor集团__20230__sustainabilityreport,r313_exor集团,EXOR集团,EXOR集团,313,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"environmental impact as a standalone company is limited given its size, Exor still has a responsibility to reduce its emissions at holding company level. Exor has calculated its GHG inventory in accordance with the internationally recognise",6,seed_batch_07,medium
batch_07,batch_07__r313_exor集团__20230__sustainabilityreport__pcaf,r313_exor集团__20230__sustainabilityreport,r313_exor集团,EXOR集团,EXOR集团,313,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,Accounting standard,核算标准,Accounting methodology for financed emissions and investment-related footprints.,投融资排放及投资相关碳足迹核算方法。,Scope 3,范围3,Other indirect emissions,其他间接排放,Attribution|Data quality hierarchy,归因原则|数据质量层级,no,,"environmental impact as a standalone company is limited given its size, Exor still has a responsibility to reduce its emissions at holding company level. Exor has calculated its GHG inventory in accordance with the internationally recognise",6,seed_batch_07,medium
batch_07,batch_07__r313_exor集团__20230__sustainabilityreport__tcfd,r313_exor集团__20230__sustainabilityreport,r313_exor集团,EXOR集团,EXOR集团,313,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"Exor Scope 2 Emissions 35 34 27 Exor Scope 3 Emissions 1,217 4,552 1,771 Exor Total Holding Level Emissions 1,259 4,594 1,811 Exor Companies Emissions (Scope 1 and 2)¹ 411,752 351,328 1) FY2023 emissions data from the companies will be disc",7,seed_batch_07,medium
batch_07,batch_07__r313_exor集团__20230__sustainabilityreport__iso_14064,r313_exor集团__20230__sustainabilityreport,r313_exor集团,EXOR集团,EXOR集团,313,ISO 14064,ISO 14064,Other reporting framework,其他报告框架,Guideline,指引,"Referenced in the report as a reporting, assurance or methodological basis.",在报告中作为披露、鉴证或方法学依据被引用。,Enterprise-wide disclosure,企业整体披露,,,,,no,,"tomakers has not been released as of the date of publication of the 2023 Ferrari Annual Report. Since 2021, Ferrari has calculated its carbon footprint considering the GHG emissions related to all Ferrari Group activities over its entire va",13,seed_batch_07,medium
batch_07,batch_07__r315_unicreditgroup__20240__annualreport__esrs_csrd,r315_unicreditgroup__20240__annualreport,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"es and leadership teams (as of 4Q24): > 50% Board of Directors > 50% Group Executive Committee > 34% Leadership Team > Strong international presence (as of 4Q24 36% BoD, 67% GEC, 38% Leadership Team). Strengthening internal processes and co",89,seed_batch_07,medium
batch_07,batch_07__r315_unicreditgroup__20240__annualreport__gri,r315_unicreditgroup__20240__annualreport,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"Sustainability reporting, emphasising greater transparency, standardisation and accountability in how organisations report on their environmental, social and governance (ESG) performance and impacts. In previous years, we used the Global Re",95,seed_batch_07,medium
batch_07,batch_07__r315_unicreditgroup__20240__annualreport__ghg_protocol,r315_unicreditgroup__20240__annualreport,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"In the absence of primary data from stakeholders, UniCredit relies on estimation techniques that involve assumptions based on the best available information. These techniques include: Emissions factors: for Scope 3 GHG emissions, as indicat",140,seed_batch_07,medium
batch_07,batch_07__r315_unicreditgroup__20240__annualreport__pcaf,r315_unicreditgroup__20240__annualreport,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,Accounting standard,核算标准,Accounting methodology for financed emissions and investment-related footprints.,投融资排放及投资相关碳足迹核算方法。,Scope 3,范围3,Other indirect emissions,其他间接排放,Attribution|Data quality hierarchy,归因原则|数据质量层级,no,,"In the absence of primary data from stakeholders, UniCredit relies on estimation techniques that involve assumptions based on the best available information. These techniques include: Emissions factors: for Scope 3 GHG emissions, as indicat",140,seed_batch_07,medium
batch_07,batch_07__r315_unicreditgroup__20240__annualreport__sbti,r315_unicreditgroup__20240__annualreport,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"rt from our ESG, Risk Management, Finance and Business functions. It entailed the development of a dedicated internal methodology to calculate our emissions baseline and to project its potential future trajectory, based on Net Zero referenc",263,seed_batch_07,medium
batch_07,batch_07__r317_tokyoelectricpower__20240__other__gri,r317_tokyoelectricpower__20240__other,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"impede the output/outcome of said business. Opportunities: Phenomena that may lead to additional benefit in conjunction with the output/outcome of said business. Referenced guidelines, etc. IFRS International Integrated Reporting Framework ",5,seed_batch_07,medium
batch_07,batch_07__r317_tokyoelectricpower__20240__other__sasb,r317_tokyoelectricpower__20240__other,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,"impede the output/outcome of said business. Opportunities: Phenomena that may lead to additional benefit in conjunction with the output/outcome of said business. Referenced guidelines, etc. IFRS International Integrated Reporting Framework ",5,seed_batch_07,medium
batch_07,batch_07__r317_tokyoelectricpower__20240__other__tcfd,r317_tokyoelectricpower__20240__other,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"impede the output/outcome of said business. Opportunities: Phenomena that may lead to additional benefit in conjunction with the output/outcome of said business. Referenced guidelines, etc. IFRS International Integrated Reporting Framework ",5,seed_batch_07,medium
batch_07,batch_07__r317_tokyoelectricpower__20240__other__ifrs_s2,r317_tokyoelectricpower__20240__other,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,Disclosure standard,披露标准,Climate-related financial disclosures and emissions metrics for investors.,面向投资者的气候相关财务披露及排放指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality|Comparability,财务重要性|可比性,no,,"its and supervision of plan progress are conducted. Regarding information disclosure, we are progressing with organization according to the TCFD framework and aiming to apply the international sustainability-related financial information di",22,seed_batch_07,medium
batch_07,batch_07__r317_tokyoelectricpower__20240__other__ghg_protocol,r317_tokyoelectricpower__20240__other,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,emissions factor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to calculation We follow major guidelines have been published: “Corporate Value Chain (Scope 3) Accounting and ,102,seed_batch_07,medium
batch_07,batch_07__r318_sumitomo__20240__sustainabilityreport__tcfd,r318_sumitomo__20240__sustainabilityreport,r318_sumitomo,住友商事,SUMITOMO,318,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,ネットワーキングを行っていきます。 日本CCS調査・Global CCS Institute・ アジアCCUSネットワーク 日本CCS調査㈱に参画し、CO2を回収し地中貯留するCCS技術及びCO2の化学合成等の活用に関する実証試験を行っていま す。また、Global CCS Institute（GCCSI）に参画し、CCSの実施に望ましい条件整備を目指しています。さらに2021年から はアジアCCUSネットワークに参画し、アジア諸国に対してCCUSに関する知見の共有と啓蒙活動,47,seed_batch_07,medium
batch_07,batch_07__r319_worldkinect公司__20220__sustainabilityreport__tcfd,r319_worldkinect公司__20220__sustainabilityreport,r319_worldkinect公司,World Kinect公司,World Kinect公司,319,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"r Operations 25 Our Value Chain 14 Our Carbon Footprint 27 Health, Safety, and Environmental Performance 33 Solutions 19 Capital and Resources 23 Education 16 Appendix Ten Principles of the UN Global Compact 67 2021 U.S. Employee Informatio",2,seed_batch_07,medium
batch_07,batch_07__r319_worldkinect公司__20220__sustainabilityreport__ghg_protocol,r319_worldkinect公司__20220__sustainabilityreport,r319_worldkinect公司,World Kinect公司,World Kinect公司,319,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,sed on our total scope 1 and scope 2 GHG emissions across all of our businesses worldwide and calculated our carbon emissions in accordance with the World Resources Institute and World Business Council for Sustainable Development Greenhouse,27,seed_batch_07,medium
batch_07,batch_07__r319_worldkinect公司__20220__sustainabilityreport__sbti,r319_worldkinect公司__20220__sustainabilityreport,r319_worldkinect公司,World Kinect公司,World Kinect公司,319,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"erm sustainability goals. We understand the importance of setting near-term, achievable, sustainability targets as well as long-term, comprehensive, sustainability goals. While our sector has been officially excluded from the Science Based ",32,seed_batch_07,medium
batch_07,batch_07__r320_orange公司__20240__other__sbti,r320_orange公司__20240__other,r320_orange公司,Orange公司,Orange公司,320,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"es 25 pays sous marque Orange’ 44 start-up en portefeuille Orange Ventures 36 Mds € de capitaux propres 1,84x: un ratio d’endettement maitrisé 6,3 Mds € d’eCapex (hors Espagne) Engagements de réduction des émissions de GES? a 2025, 2030 et ",17,seed_batch_07,medium
batch_07,batch_07__r320_orange公司__20240__other__esrs_csrd,r320_orange公司__20240__other,r320_orange公司,Orange公司,Orange公司,320,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"nant en compte les attentes de nos parties prenantes. » Appliquer et anticiper les réglementations Nous veillons activement à respecter un ensemble de réglementations nationales, européennes et internationales, notamment le devoir de vigila",32,seed_batch_07,medium
batch_07,batch_07__r322_ingkagroup__nan__sustainabilityreport__esrs_csrd,r322_ingkagroup__nan__sustainabilityreport,r322_ingkagroup,英格卡集团,INGKA GROUP,322,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"services in FY24. We remain committed to expanding to more countries but don’t expect to meet our target to reach all markets by 2025. In parallel to publishing our FY24 report, we are conducting a thorough Double Materiality Assessment (DM",13,seed_batch_07,medium
batch_07,batch_07__r322_ingkagroup__nan__sustainabilityreport__sbti,r322_ingkagroup__nan__sustainabilityreport,r322_ingkagroup,英格卡集团,INGKA GROUP,322,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"few words from our CSO | Climate change | Resource use, circularity and waste | Water | Biodiversity and forestry [ ON TRACK ] [ ON TRACK ] [ ON TRACK ] [ ON TRACK ] Climate change We have achieved a 30.1% reduction in absolute emissions (v",50,seed_batch_07,medium
batch_07,batch_07__r322_ingkagroup__nan__sustainabilityreport__tcfd,r322_ingkagroup__nan__sustainabilityreport,r322_ingkagroup,英格卡集团,INGKA GROUP,322,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"gagement and advocacy and our climate governance. The plan will be published on our website www.ingka.com. We assess our climate-related risks and opportunities, in line with the methodology developed by the Task Force on Climate-Related Fi",54,seed_batch_07,medium
batch_07,batch_07__r322_ingkagroup__nan__sustainabilityreport__ghg_protocol,r322_ingkagroup__nan__sustainabilityreport,r322_ingkagroup,英格卡集团,INGKA GROUP,322,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"crease in scope 2 emissions at Ingka Centres, as we were not able to purchase of renewable energy attribute certificates for a newly acquired shopping centre complex in Paris, France. These will be purchased in FY25. We use the market-based",56,seed_batch_07,medium
