standard_system,standard_id,standard_name_zh,standard_name_en,company_id,company_name_zh,company_name_en,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,current_company_workbench_code,current_company_workbench_name_zh,industry_consistency_status,decision_bucket,evidence_status,evidence_page,source_file,snippet,enters_sankey,review_note
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,273,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,"data method has been applied. Emissions are calculated based on the hours of homeworking completed by employees during the year, as registered in our HR systems. The GHG Protocol, Technical Guidance for Calculating Scope 3 Emissions indicates that emissions arising from employees working remotely may be accounted under this category, although a specific cal…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,140,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,"In the absence of primary data from stakeholders, UniCredit relies on estimation techniques that involve assumptions based on the best available information....",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,140,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,"In the absence of primary data from stakeholders, UniCredit relies on estimation techniques that involve assumptions based on the best available information....",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r315_unicreditgroup,联合信贷集团,UNICREDIT GROUP,315,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,272 | 273,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,"the extension of our reporting perimeter. Indeed, in converging our reporting process to the CSRD requirements, we aligned the perimeter of our sustainability statement to that of our financial statement. Moreover, further categories have been included in our Scope 3 own emissions accounting. Scope 1 includes emissions arising from sources owned or controll…",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,corrected_by_gbt4754_code_name_rule,accepted,verified,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,tor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to calculation We follow major guidelines have been published: “Corporate Value Chain (Scope 3) Accounting and emissions factor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to …,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,corrected_by_gbt4754_code_name_rule,demoted,review,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,emissions factor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to calculation We follow maj...,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,corrected_by_gbt4754_code_name_rule,demoted,review,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,emissions factor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to calculation We follow maj...,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r317_tokyoelectricpower,东京电力公司,TOKYO ELECTRIC POWER,317,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,corrected_by_gbt4754_code_name_rule,demoted,review,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,emissions factor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to calculation We follow maj...,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r319_worldkinect公司,World Kinect,World Kinect,319,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,27,WORLD KINECT——Sustainability_Report_Published_2022.pdf,sed on our total scope 1 and scope 2 GHG emissions across all of our businesses worldwide and calculated our carbon emissions in accordance with the World Re...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r319_worldkinect公司,World Kinect,World Kinect,319,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,27,WORLD KINECT——Sustainability_Report_Published_2022.pdf,sed on our total scope 1 and scope 2 GHG emissions across all of our businesses worldwide and calculated our carbon emissions in accordance with the World Re...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r319_worldkinect公司,World Kinect,World Kinect,319,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,27,WORLD KINECT——Sustainability_Report_Published_2022.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard sed on our total scope 1 and scope 2 GHG emissions across all of our businesses worldwide and calculated our carbon emissions in accordance with the World Resources Institute and World Business Council for Sustainable Development Greenhouse WORLD KINECT——Sustainability_Report_Publishe…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r322_ingkagroup,英格卡集团,INGKA GROUP,322,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,56 | 113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,"up to the totals shown due to rounding. Calculating our greenhouse gas emissions We calculate our energy and climate footprint in accordance with the Greenhouse Gas (GHG) Protocol Corporate Accounting and Reporting Standard, including emissions arising from our operations (scope 1 and 2) and across our value chain (scope 3). Our data is consolidated using t…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r322_ingkagroup,英格卡集团,INGKA GROUP,322,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,"ent portfolios (category 15 emissions). We report on these emissions in line with guidance pr… PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values. PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r322_ingkagroup,英格卡集团,INGKA GROUP,322,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,56 | 113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,"om publicly available databases are integrated into our reporting system and are regularly updated. Scope 2 emissions are calculated in accordance with the Greenhouse Gas Protocol scope 2 Guidance. Our climate target is based on our market-based scope 2 emissions, which take the purchase of renewable electricity attribute certificates and supplier specific …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r322_ingkagroup,英格卡集团,INGKA GROUP,322,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,56 | 113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,"operations (scope 1 and 2) and across our value chain (scope 3). Our data is consolidated using the GHG Protocol operational control approach. For scope 3 emissions, we follow the Corporate Value Chain (Scope 3) Accounting and Reporting Standard and measure and report our impa… PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacen…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r324_americaninternationalgroup,美国国际集团,AMERICAN INTERNATIONAL GROUP,324,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,35 | 36 | 40 | 33,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,"Integration 15 Emissions intensity = Absolute emissions divided by a monetary unit reflecting the insured’s size of business, expressed in tCO2e/insured’s revenue or asset value. PCAF (2022). The Global GHG Accounting and Reporting Standard Part A: Financed Emissions. Second Edition. PDF full-document exact-series scan: the report page names a controlled GH…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r324_americaninternationalgroup,美国国际集团,AMERICAN INTERNATIONAL GROUP,324,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,33,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,"as value chain emissions, are the result of activities from assets not directly owned or controlled by AIG, but that AIG indirectly affects in its value chain activities. The GHG Corporate Value Chain (Scope 3) Accounting and Reporting Standard defines 15 categories of scope 3 emissions. We are currently measuring eight of the 15 categories. Categories 1–6 …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r324_americaninternationalgroup,美国国际集团,AMERICAN INTERNATIONAL GROUP,324,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,33,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,"024, we saw a reduction in travel of 26% from prior year. Operational GHG emissions We measure our scope 1, scope 2 and eight categories of scope 3 GHG emiss...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r324_americaninternationalgroup,美国国际集团,AMERICAN INTERNATIONAL GROUP,324,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,33,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,"024, we saw a reduction in travel of 26% from prior year. Operational GHG emissions We measure our scope 1, scope 2 and eight categories of scope 3 GHG emiss...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r327_talanx公司,Talanx,Talanx,327,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,32 | 21,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,"s prevents changes relating to the market values of the divisions’ portfolios ­affecting how their carbon intensity is managed. In 2023, the Partnership for Accounting Financials (PCAF) framework was used to calculate financed emissions. Information on the ­financed emissions and on other steps to be taken to reduce carbon emissions will be published in 202…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r327_talanx公司,Talanx,Talanx,327,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,"Group. Scope 1 and Scope 2 greenhouse gas emissions, and Scope 3 emissions from the business travel, fuel- and energy-­related activities, paper and water co...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r327_talanx公司,Talanx,Talanx,327,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,"Group. Scope 1 and Scope 2 greenhouse gas emissions, and Scope 3 emissions from the business travel, fuel- and energy-­related activities, paper and water co...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r327_talanx公司,Talanx,Talanx,327,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,"Group. Scope 1 and Scope 2 greenhouse gas emissions, and Scope 3 emissions from the business travel, fuel- and energy-­related activities, paper and water co...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,128 | 235 | 237,AstraZeneca_AR_2024.pdf,"142.73 1 The Group reports GHG emissions in accordance with the World Resources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, Revised Edition (2015) and Corporate Value Chain (Scope 3), Accounting and Reporting Standard (2011). 2 Under the Companies (Directors…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,128 | 235,AstraZeneca_AR_2024.pdf,"eme. In the US, Renewable Thermal Certificates are tracked via the Midwest Renewable Energy Tracking System. 4 GHGs from imported electricity are calculated using the GHG Protocol Scope 2 Guidance (January 2015) requiring dual reporting using two emissions factors for each site – Market-based and Location-based. Our corporate emissions reporting and targets…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,128 | 235,AstraZeneca_AR_2024.pdf,"sources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, Revised Edition (2015) and Corporate Value Chain (Scope 3), Accounting and Reporting Standard (2011). 2 Under the Companies (Directors’ Report) and Limited Liability Partnerships (Energy and Carbon Report) …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r329_astrazeneca,阿斯利康,ASTRAZENECA,329,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,128,AstraZeneca_AR_2024.pdf,"s the importance of eliminating GHG emissions from our Scope 1 and Scope 2 operations through 2026. Reductions are measured against our 2015 baseline, and ca...",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r333_tiaa,美国教师退休基金会,TIAA,333,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,37 | 43,TIAA climate_report_2024.pdf,e importance of these solutions and technologies to the low-carbon transition and reiterates our belief toward gaining increasing exposure to these opportunities. PCAF Scoring The Partnership for Carbon Accounting Financials (PCAF) is a global partnership of financial institutions that work together to develop and implement a harmonized approach to assess a…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r335_chs公司,CHS,CHS,335,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,13,CHS Sustainability Report2024.pdf,"ed an independent third-party firm to help complete our Scope 1 and 2 baseline inventory, an important milestone that will help identify and unlock additiona...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r335_chs公司,CHS,CHS,335,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,13,CHS Sustainability Report2024.pdf,"ed an independent third-party firm to help complete our Scope 1 and 2 baseline inventory, an important milestone that will help identify and unlock additiona...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r335_chs公司,CHS,CHS,335,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,13,CHS Sustainability Report2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ed an independent third-party firm to help complete our Scope 1 and 2 baseline inventory, an important milestone that will help identify and unlock additional opportunities for innovation and efficiency. Scope 1 and Scope 2 emissions were c CHS Sustainability Report2024.pdf 12 CLIMATE…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r336_chinahuadian,中国华电集团有限公司,CHINA HUADIAN,336,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",I,电力、热力、燃气及水生产和供应业,corrected_by_gbt4754_code_name_rule,accepted,verified,58,AIA GROUP-Main-ESG-Report_CH.pdf,標，包括按 性別和年齡劃分的員工流失率（第6 頁）以及按市場、性別、年齡及職級 劃分的員工結構概覽（第10 頁）依 據獨立執業會計師就友邦保險控股有 限公司的經識別的可持續發展資料的 有限保證鑒證報告進行鑒證。請參閱 第32 頁以獲取此數據鑒證工作中涵 蓋的細分營運範圍。 數據計量方法 友邦保險根據溫室氣體協議企業會計 和報告標準（GHG Protocol Corporate Accounting and Reporting Standard）、溫室氣體協議範圍2 指 南及香港特別行政區政府環保署提供 的指引計算排放量，亦會透過公用事 業公司可持續發展報告、溫室氣體協 議數據庫及國際能源總署（IEA） 2024 年排放因子數據庫，確定各個 營運地區溫室氣體排放（範圍1 和 2）的排放因子。我們參照英國政府 環…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r339_hyundaimobis,现代摩比斯公司,HYUNDAI MOBIS,339,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,161 | 46,HYUNDAI MOBIS sustainability report 2025.pdf,"owing criteria and coefficients used by the company were applied. • Criteria - ISO 14064-1:2018, ISO 14064-3:2019 - 2006 IPCC Guidelines for National Greenhouse Gas Inventories - GHG Protocol Corporate Standard - Rule for emission reporting and certification of greenhouse gas emission trading Scheme (Notification No. 2025-28 of Ministry of Environment) • …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r339_hyundaimobis,现代摩比斯公司,HYUNDAI MOBIS,339,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,46 | 52,HYUNDAI MOBIS sustainability report 2025.pdf,missions by Scope 3 category to ensure systemic GHG emissions management across the entire value chain. We quantify and disclose category-specific emissions in accordance with the Corporate Value Chain (Scope 3) Accounting and Report s GHG emissions by Scope 3 category to ensure systemic GHG emissions management across the entire value chain. We quantify an…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r339_hyundaimobis,现代摩比斯公司,HYUNDAI MOBIS,339,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,46,HYUNDAI MOBIS sustainability report 2025.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard s GHG emissions by Scope 3 category to ensure systemic GHG emissions management across the entire value chain. We quantify and disclose category-specific emissions in accordance with the Corporate Value Chain (Scope 3) Accounting and Report HYUNDAI MOBIS sustainability report 2025.pdf…,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r339_hyundaimobis,现代摩比斯公司,HYUNDAI MOBIS,339,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,46,HYUNDAI MOBIS sustainability report 2025.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard s GHG emissions by Scope 3 category to ensure systemic GHG emissions management across the entire value chain. We quantify and disclose category-specific emissions in accordance with the Corporate Value Chain (Scope 3) Accounting and Report HYUNDAI MOBIS sustainability report 2025.pdf…,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r342_bristolmyerssquibb,百时美施贵宝公司,BRISTOL-MYERS SQUIBB,342,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,80,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,and • Evaluation of the GHG emissions data against the requirements of the World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD) GHG Protocol Corporate Accounting and Reporting Standards. Reporting Boundaries The following are the boundaries used by Bristol Myers Squibb for reporting sustainability data: • Operational Co…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r342_bristolmyerssquibb,百时美施贵宝公司,BRISTOL-MYERS SQUIBB,342,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,80,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard Evaluation of the reported data against Bristol Myers Squibbs’ internal reporting procedures; and • Evaluation of the GHG emissions data against the requirements of the World Resources Institute (WRI)/World Business Council for Sustainable BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Fu…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r342_bristolmyerssquibb,百时美施贵宝公司,BRISTOL-MYERS SQUIBB,342,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,80,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard Evaluation of the reported data against Bristol Myers Squibbs’ internal reporting procedures; and • Evaluation of the GHG emissions data against the requirements of the World Resources Institute (WRI)/World Business Council for Sustainable BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Fu…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r342_bristolmyerssquibb,百时美施贵宝公司,BRISTOL-MYERS SQUIBB,342,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,80,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,"s (Scope 1) associated with manufacturing and R&D facilities, global sales vehicle fleet, distribution centers, and offices • Indirect GHG emissions (Scope 2) associated with manufacturing and R&D facilities, distribution centers, and offices • GHG emissions (Scope 3) associated with: o Purchased Goods and Services (Market-based) o Capital Goods o Fuel and …",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r344_continental,德国大陆集团,CONTINENTAL,344,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,133 | 142,CONTINENTAL annual-report-2024.pdf,"ed with contractual instruments, in % — — 84.7 — — — — — Definitions, assumptions, and calculation methods: Gross Scope 1 GHG emissions - Definitions and calculations according to GHG Protocol Corporate Standard (version 2004). - Emissions factors for refrigerants in accordance with Regulation (EU) 2024/573 of the European Parliament and of the Council from…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r344_continental,德国大陆集团,CONTINENTAL,344,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,133 | 143,CONTINENTAL annual-report-2024.pdf,"internal rules apply directly or indi- rectly addressing climate change mitigation. In addition, the management approach is based on the GHG Proto- col and related standards (e.g. Corporate Value Chain (Scope 3) ac- counting and reporting standard) as external frameworks for CO2 emissions accounting. The management approach and associated measures take into…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r344_continental,德国大陆集团,CONTINENTAL,344,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,133,CONTINENTAL annual-report-2024.pdf,"proach and local management systems, the standards ISO 14001 (Environmental management systems) and ISO 50001 (Energy management systems) are applied. The ca...",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r344_continental,德国大陆集团,CONTINENTAL,344,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,133,CONTINENTAL annual-report-2024.pdf,"proach and local management systems, the standards ISO 14001 (Environmental management systems) and ISO 50001 (Energy management systems) are applied. The ca...",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r345_raízen公司,Raízen,Raízen,345,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,32,item-1338-raizen-rs24-25-en-d11.pdf,"In line with the transition to a low-carbon economy, we use the GHG Protocol framework to quanti- fy and manage greenhouse gas emissions from our operations,...",false,generic_or_scope_context_without_explicit_fine_series_name
