company_id,company_name_en,company_name_zh,rank,world500_rank,source_file,source_path,page,snippet_or_recognition_basis,snippet_en,snippet_zh,recognition_basis_en,recognition_basis_zh,acceptance_status,acceptance_status_en,acceptance_status_zh,recommended_action,not_accepted_review_bucket,carbon_signal_in_rejected_text,evidence_category_key,fact_type_en,label_en,value_text,unit,review_status,carbon_context_detected,reviewer_decision,reviewer_note
r196_hitachi,HITACHI,日立,196,196,HITACHI_en_sustainability2025.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\HITACHI_en_sustainability2025.pdf,3,", strategies, and key initiatives of sustainability undertaken in fiscal 2024. This report is intended as an engagement tool for all stakeholders to disclose information in accordance with international guidelines, including the disclosure",", strategies, and key initiatives of sustainability undertaken in fiscal 2024. This report is intended as an engagement tool for all stakeholders to disclose information in accordance with international guidelines, including the disclosure",", strategies, and key initiatives of sustainability undertaken in fiscal 2024. This report is intended as an engagement tool for all stakeholders to disclose...",Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_05,False,,
r197_rochegroup,ROCHE GROUP,瑞士罗氏公司,197,197,Roche_Annual_Report_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Roche_Annual_Report_2024.pdf,34,"tments. The information disclosed within this report is based both on mandatory disclosure requirements and on voluntarily provided information, as well as on our materiality assessment. The content is prepared in reference to the Global Re","tments. The information disclosed within this report is based both on mandatory disclosure requirements and on voluntarily provided information, as well as on our materiality assessment. The content is prepared in reference to the Global Re","tments. The information disclosed within this report is based both on mandatory disclosure requirements and on voluntarily provided information, as well as o...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_12,False,,
r198_wilmarinternational,WILMAR INTERNATIONAL,丰益国际,198,198,24_0151_wilmar_2024_sr-v7-27-may.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\24_0151_wilmar_2024_sr-v7-27-may.pdf,3,"Understanding the need to provide our stakeholders with decision-useful, relevant and timely information, Wilmar seeks to refine our reporting practices year on year. We align closely with global best practices, applying the Global Reportin","Understanding the need to provide our stakeholders with decision-useful, relevant and timely information, Wilmar seeks to refine our reporting practices year on year. We align closely with global best practices, applying the Global Reportin","Understanding the need to provide our stakeholders with decision-useful, relevant and timely information, Wilmar seeks to refine our reporting practices year...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_13,False,,
r199_caterpillar,CATERPILLAR,卡特彼勒,199,199,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,3,"◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Table, End Notes & Data Assurance 63 ◆Indices: TCFD, Political Engagement, Investing 7","◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Table, End Notes & Data Assurance 63 ◆Indices: TCFD, Political Engagement, Investing 7",◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Tab...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_05,False,,
r199_caterpillar,CATERPILLAR,卡特彼勒,199,199,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,3,"◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Table, End Notes & Data Assurance 63 ◆Indices: TCFD, Political Engagement, Investing 7","◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Table, End Notes & Data Assurance 63 ◆Indices: TCFD, Political Engagement, Investing 7",◆Human Rights 58 ◆Strategic Procurement & Responsible Sourcing 59 REPORTING ◆About This Report 61 ◆Prioritization & Management of ESG Issues 62 ◆ESG Data Tab...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_05,False,,
r200_bancobilbaovizcayaargentaria,BANCO BILBAO VIZCAYA ARGENTARIA,西班牙对外银行,200,200,BBVA_Annual_Report_2024_ENG.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\BBVA_Annual_Report_2024_ENG.pdf,35,"nagement of resources regarding own employees and consumers and end users referred to in the ESRS S1-4.37, S4-4.30, as well as the information required by the ESRS E1-8 63, has been considered confidential or sensitive. 11 ESRS 1, section 6","nagement of resources regarding own employees and consumers and end users referred to in the ESRS S1-4.37, S4-4.30, as well as the information required by the ESRS E1-8 63, has been considered confidential or sensitive. 11 ESRS 1, section 6","nagement of resources regarding own employees and consumers and end users referred to in the ESRS S1-4.37, S4-4.30, as well as the information required by th...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_12,False,,
r200_bancobilbaovizcayaargentaria,BANCO BILBAO VIZCAYA ARGENTARIA,西班牙对外银行,200,200,BBVA_Annual_Report_2024_ENG.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\BBVA_Annual_Report_2024_ENG.pdf,43,"was current at the time. Updates to this analysis are detailed in the “Management of risks associated with climate change” section, corroborating the preliminary findings. In the social and governance sphere, BBVA has relied on sector-based","was current at the time. Updates to this analysis are detailed in the “Management of risks associated with climate change” section, corroborating the preliminary findings. In the social and governance sphere, BBVA has relied on sector-based","was current at the time. Updates to this analysis are detailed in the “Management of risks associated with climate change” section, corroborating the prelimi...",Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,SASB,,,seed_batch_12,False,,
r201_koreaelectricpower,KOREA ELECTRIC POWER,韩国电力公司,201,201,(KEPCO)2024SustainabilityReport_Eng.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\(KEPCO)2024SustainabilityReport_Eng.pdf,2,"ith The Korean International Financial Reporting Standards (“K-IFRS”), any information that does not meet the above standards is stated with separate annotations. Reporting Standards This report was written in compliance with the Global Rep","ith The Korean International Financial Reporting Standards (“K-IFRS”), any information that does not meet the above standards is stated with separate annotations. Reporting Standards This report was written in compliance with the Global Rep","ith The Korean International Financial Reporting Standards (“K-IFRS”), any information that does not meet the above standards is stated with separate annotat...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_12,False,,
r201_koreaelectricpower,KOREA ELECTRIC POWER,韩国电力公司,201,201,(KEPCO)2024SustainabilityReport_Eng.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\(KEPCO)2024SustainabilityReport_Eng.pdf,2,"ith The Korean International Financial Reporting Standards (“K-IFRS”), any information that does not meet the above standards is stated with separate annotations. Reporting Standards This report was written in compliance with the Global Rep","ith The Korean International Financial Reporting Standards (“K-IFRS”), any information that does not meet the above standards is stated with separate annotations. Reporting Standards This report was written in compliance with the Global Rep","ith The Korean International Financial Reporting Standards (“K-IFRS”), any information that does not meet the above standards is stated with separate annotat...",Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_12,False,,
r202_metlife,METLIFE,美国大都会集团,202,202,metlife_sustainability_report_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\metlife_sustainability_report_2024.pdf,61,Introduction For Our Customers As an Investor For Our Colleagues For the Environment For Our Communities Responsible Governance Appendix 57 Appendix Glossary Citations Stakeholder Engagement 2024 Awards and Recognitions SASB TCFD GRI UNGC S,Introduction For Our Customers As an Investor For Our Colleagues For the Environment For Our Communities Responsible Governance Appendix 57 Appendix Glossary Citations Stakeholder Engagement 2024 Awards and Recognitions SASB TCFD GRI UNGC S,Introduction For Our Customers As an Investor For Our Colleagues For the Environment For Our Communities Responsible Governance Appendix 57 Appendix Glossary...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_05,False,,
r202_metlife,METLIFE,美国大都会集团,202,202,metlife_sustainability_report_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\metlife_sustainability_report_2024.pdf,61,Introduction For Our Customers As an Investor For Our Colleagues For the Environment For Our Communities Responsible Governance Appendix 57 Appendix Glossary Citations Stakeholder Engagement 2024 Awards and Recognitions SASB TCFD GRI UNGC S,Introduction For Our Customers As an Investor For Our Colleagues For the Environment For Our Communities Responsible Governance Appendix 57 Appendix Glossary Citations Stakeholder Engagement 2024 Awards and Recognitions SASB TCFD GRI UNGC S,Introduction For Our Customers As an Investor For Our Colleagues For the Environment For Our Communities Responsible Governance Appendix 57 Appendix Glossary...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_05,False,,
r205_deutschebank,DEUTSCHE BANK,德意志银行,205,205,Deutsche_Bank_Annual_Report_2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Deutsche_Bank_Annual_Report_2024.pdf,225,material topics for which there is no topic specific ESRS are subject to ESRS 2 “General Disclosures”. Metrics and targets for these topics are reported according to the generally accepted sustainability reporting standards of the Global Re,material topics for which there is no topic specific ESRS are subject to ESRS 2 “General Disclosures”. Metrics and targets for these topics are reported according to the generally accepted sustainability reporting standards of the Global Re,material topics for which there is no topic specific ESRS are subject to ESRS 2 “General Disclosures”. Metrics and targets for these topics are reported acco...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_12,False,,
r206_chinavanke,CHINA VANKE,万科企业股份有限公司,206,206,2024-CHINA VANKE-sustainability-report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024-CHINA VANKE-sustainability-report.pdf,7,"al property service1 projects over 2,993 commercial property service1 projects 1 The numbers of residential property services and commercial and corporate property services projects are taken from the calibration of contracted projects as o","al property service1 projects over 2,993 commercial property service1 projects 1 The numbers of residential property services and commercial and corporate property services projects are taken from the calibration of contracted projects as o","al property service1 projects over 2,993 commercial property service1 projects 1 The numbers of residential property services and commercial and corporate pr...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_05,False,,
r206_chinavanke,CHINA VANKE,万科企业股份有限公司,206,206,2024-CHINA VANKE-sustainability-report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024-CHINA VANKE-sustainability-report.pdf,115,Compliant Operation; Win-win Partnership Article 53 Sustainability Management Business Conduct Article 54 Compliant Operation Article 55 Compliant Operation; Appendix: ESG Key Performance Article 56 Compliant Operation; Appendix: ESG Key Pe,Compliant Operation; Win-win Partnership Article 53 Sustainability Management Business Conduct Article 54 Compliant Operation Article 55 Compliant Operation; Appendix: ESG Key Performance Article 56 Compliant Operation; Appendix: ESG Key Pe,Compliant Operation; Win-win Partnership Article 53 Sustainability Management Business Conduct Article 54 Compliant Operation Article 55 Compliant Operation;...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,SASB,,,seed_batch_05,False,,
r209_lg电子,LG Electronics,LG电子,209,209,2024-2025_LGE_Sustainability_Report_English.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024-2025_LGE_Sustainability_Report_English.pdf,2,"mited or calculation criteria were revised, the reporting scope and reasons for these changes are noted separately in the footnotes. Reporting Principles and Standards The 2024–2025 LG Electronics Sustainability Report has been prepared in","mited or calculation criteria were revised, the reporting scope and reasons for these changes are noted separately in the footnotes. Reporting Principles and Standards The 2024–2025 LG Electronics Sustainability Report has been prepared in","mited or calculation criteria were revised, the reporting scope and reasons for these changes are noted separately in the footnotes. Reporting Principles and...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_13,False,,
r211_accenture,ACCENTURE,埃森哲,211,211,Accenture-360-Value-Report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Accenture-360-Value-Report-2024.pdf,78,"following ESG reporting frameworks—the Sustainability Accounting Standards Board (SASB), the Task Force on Climate-Related Financial Disclosures (TCFD), the World Economic Forum International Business Council (Forum IBC) metrics, Global Rep","following ESG reporting frameworks—the Sustainability Accounting Standards Board (SASB), the Task Force on Climate-Related Financial Disclosures (TCFD), the World Economic Forum International Business Council (Forum IBC) metrics, Global Rep","following ESG reporting frameworks—the Sustainability Accounting Standards Board (SASB), the Task Force on Climate-Related Financial Disclosures (TCFD), the ...",Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,GRI,,,seed_batch_05,False,,
r211_accenture,ACCENTURE,埃森哲,211,211,Accenture-360-Value-Report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Accenture-360-Value-Report-2024.pdf,78,"following ESG reporting frameworks—the Sustainability Accounting Standards Board (SASB), the Task Force on Climate-Related Financial Disclosures (TCFD), the World Economic Forum International Business Council (Forum IBC) metrics, Global Rep","following ESG reporting frameworks—the Sustainability Accounting Standards Board (SASB), the Task Force on Climate-Related Financial Disclosures (TCFD), the World Economic Forum International Business Council (Forum IBC) metrics, Global Rep","following ESG reporting frameworks—the Sustainability Accounting Standards Board (SASB), the Task Force on Climate-Related Financial Disclosures (TCFD), the ...",Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,SASB,,,seed_batch_05,False,,
r214_aluminumcorpofchina,ALUMINUM CORP. OF CHINA,中国铝业集团有限公司,214,214,Chinalco_Group_2024_Social_Responsibility_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Chinalco_Group_2024_Social_Responsibility_Report.pdf,2,1 报告导读 报告主体 时间范围 编制依据 发布周期 数据说明 质量保证 报告获取 中铝集团及其所属企业。为便于表述和阅读，报告中“中铝集团”“中铝”“集团”或“我们”均指中国铝业集团有 限公司（内文另有所指除外）。 2024 年1 月1 日—12 月31 日，部分内容超出上述范围。 联合国2030 可持续发展目标（SDGs） 国际标准化组织《ISO 26000: 社会责任指南（2010）》 全球报告倡议组织《可持续发展报告指南》（GRI Standards） 国家标准化管理,1 报告导读 报告主体 时间范围 编制依据 发布周期 数据说明 质量保证 报告获取 中铝集团及其所属企业。为便于表述和阅读，报告中“中铝集团”“中铝”“集团”或“我们”均指中国铝业集团有 限公司（内文另有所指除外）。 2024 年1 月1 日—12 月31 日，部分内容超出上述范围。 联合国2030 可持续发展目标（SDGs） 国际标准化组织《ISO 26000: 社会责任指南（2010）》 全球报告倡议组织《可持续发展报告指南》（GRI Standards） 国家标准化管理,1 报告导读 报告主体 时间范围 编制依据 发布周期 数据说明 质量保证 报告获取 中铝集团及其所属企业。为便于表述和阅读，报告中“中铝集团”“中铝”“集团”或“我们”均指中国铝业集团有 限公司（内文另有所指除外）。 2024 年1 月1 日—12 月31 日，部分内容超出上述范围。 联合国2030 可持续发展目...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_12,False,,
r217_bancodobrasil,BANCO DO BRASIL,巴西银行,217,217,BANCO DO BRASIL Annual Report - 2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\BANCO DO BRASIL Annual Report - 2024.pdf,2,hics and transparency 155 Corporate governance 162 Ethics and transparency Risk management 180 Risk management governance 181 Mapping and identifying risks 204 Climate change 207 Controversial issues 208 Capital 209 Internal controls Comple,hics and transparency 155 Corporate governance 162 Ethics and transparency Risk management 180 Risk management governance 181 Mapping and identifying risks 204 Climate change 207 Controversial issues 208 Capital 209 Internal controls Comple,hics and transparency 155 Corporate governance 162 Ethics and transparency Risk management 180 Risk management governance 181 Mapping and identifying risks 2...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,GRI,,,seed_batch_05,False,,
r217_bancodobrasil,BANCO DO BRASIL,巴西银行,217,217,BANCO DO BRASIL Annual Report - 2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\BANCO DO BRASIL Annual Report - 2024.pdf,2,hics and transparency 155 Corporate governance 162 Ethics and transparency Risk management 180 Risk management governance 181 Mapping and identifying risks 204 Climate change 207 Controversial issues 208 Capital 209 Internal controls Comple,hics and transparency 155 Corporate governance 162 Ethics and transparency Risk management 180 Risk management governance 181 Mapping and identifying risks 204 Climate change 207 Controversial issues 208 Capital 209 Internal controls Comple,hics and transparency 155 Corporate governance 162 Ethics and transparency Risk management 180 Risk management governance 181 Mapping and identifying risks 2...,Structured standard tag: SASB; Standard role: Disclosure guideline,结构化标准标注：SASB；标准角色：披露指引,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,SASB,,,seed_batch_05,False,,
r220_nipponsteelcorporation,NIPPON STEEL CORPORATION,日本制铁集团公司,220,220,NIPPON sustainability report2023en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\NIPPON sustainability report2023en.pdf,2,Boundary of report • Activities of Nippon Steel and its group companies in Japan and overseas • Economic aspects: The Nippon Steel Integrated Report 2023 (issued in September 2023) also covers the contents of the economic report. Referenc,Boundary of report • Activities of Nippon Steel and its group companies in Japan and overseas • Economic aspects: The Nippon Steel Integrated Report 2023 (issued in September 2023) also covers the contents of the economic report. Referenc,Boundary of report • Activities of Nippon Steel and its group companies in Japan and overseas • Economic aspects: The Nippon Steel Integrated Report 2023 (...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Keep out of accepted accounting data. Re-check only for miscoding, source attribution, or missing carbon context; if useful, re-extract as a new candidate rather than upgrading this row.",true_reject_priority,no,not_accepted_evidence,Standard reference,GRI,,,seed_batch_12,False,,
r221_deere,DEERE,迪尔公司,221,221,DEERE business-impact-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\DEERE business-impact-report-2024.pdf,2,"E AND COMMUNITIES 46 Reporting Scope & Issuance and Forward-Looking Statements This appendix contains our sustainability and climate related reporting priorities; governance, strategy, and risk management disclosures; metrics; and our TCFD,","E AND COMMUNITIES 46 Reporting Scope & Issuance and Forward-Looking Statements This appendix contains our sustainability and climate related reporting priorities; governance, strategy, and risk management disclosures; metrics; and our TCFD,",E AND COMMUNITIES 46 Reporting Scope & Issuance and Forward-Looking Statements This appendix contains our sustainability and climate related reporting priori...,Structured standard tag: GRI; Standard role: Disclosure standard,结构化标准标注：GRI；标准角色：披露标准,not_accepted_non_carbon_context,Rejected: no clear carbon / GHG / Scope context,不可采信：缺少明确碳/GHG/Scope 语境,"Re-check this rejected standard-reference row because the snippet still contains a carbon/GHG/Scope signal. If the page truly supports a carbon-accounting fact, re-extract it as a new method/standard candidate with source context; do not directly promote this rejected row.",salvage_review,yes,not_accepted_evidence,Standard reference,GRI,,,seed_batch_05,False,,
