sankey_flow_key,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,company_workbench_industry_section_code,company_workbench_industry_section_name_zh,company_workbench_industry_section_name_en,industry_consistency_status,standard_system,internal_standard_id,display_standard_name_zh,display_standard_name_en,decision_bucket,evidence_gate,evidence_mode,match_status,evidence_page,source_file,snippet_en,snippet_zh,confidence,review_status,matched_aliases
ghg_corporate_standard::G,r237_deltaairlines,DELTA AIR LINES,达美航空,237,G,交通运输、仓储和邮政业,"Transport, Storage and Post",G,交通运输、仓储和邮政业,"Transport, Storage and Post",consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,8 | 56,delta-difference-2024-report.pdf,"ne’s 2024 greenhouse gas emissions inventory according to the World Business Council for Sustainable Development and the World Resource Institute’s “The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard” (Revised Edition). Dillon conducted the veriﬁcation according to ISO 14064-3: 2019 Standard. Based on the procedures undertaken, Dillo…","ne’s 2024 greenhouse gas emissions inventory according to the World Business Council for Sustainable Development and the World Resource Institute’s “The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard” (Revised Edition). Dillon conducted the veriﬁcation according to ISO 14064-3: 2019 Standard. Based on the procedures undertaken, Dillo…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_corporate_standard::D,r238_chinahuanenggroup,CHINA HUANENG GROUP,中国华能集团有限公司,238,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,58,AIA GROUP-Main-ESG-Report_CH.pdf,標，包括按 性別和年齡劃分的員工流失率（第6 頁）以及按市場、性別、年齡及職級 劃分的員工結構概覽（第10 頁）依 據獨立執業會計師就友邦保險控股有 限公司的經識別的可持續發展資料的 有限保證鑒證報告進行鑒證。請參閱 第32 頁以獲取此數據鑒證工作中涵 蓋的細分營運範圍。 數據計量方法 友邦保險根據溫室氣體協議企業會計 和報告標準（GHG Protocol Corporate Accounting and Reporting Standard）、溫室氣體協議範圍2 指 南及香港特別行政區政府環保署提供 的指引計算排放量，亦會透過公用事 業公司可持續發展報告、溫室氣體協 議數據庫及國際能源總署（IEA） 2024 年排放因子數據庫，確定各個 營運地區溫室氣體排放（範圍1 和 2）的排放因子。我們參照英國政府 環…,標，包括按 性別和年齡劃分的員工流失率（第6 頁）以及按市場、性別、年齡及職級 劃分的員工結構概覽（第10 頁）依 據獨立執業會計師就友邦保險控股有 限公司的經識別的可持續發展資料的 有限保證鑒證報告進行鑒證。請參閱 第32 頁以獲取此數據鑒證工作中涵 蓋的細分營運範圍。 數據計量方法 友邦保險根據溫室氣體協議企業會計 和報告標準（GHG Protocol Corporate Accounting and Reporting Standard）、溫室氣體協議範圍2 指 南及香港特別行政區政府環保署提供 的指引計算排放量，亦會透過公用事 業公司可持續發展報告、溫室氣體協 議數據庫及國際能源總署（IEA） 2024 年排放因子數據庫，確定各個 營運地區溫室氣體排放（範圍1 和 2）的排放因子。我們參照英國政府 環…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope3_standard::J,r245_assicurazionigenerali,ASSICURAZIONI GENERALI,意大利忠利保险公司,245,J,金融业,Finance,J,金融业,,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,92,daimler-truck-ir-annual-report-2024-incl-combined-management-report-dth-ag.pdf,"particular note are the material Scope 3 categories, which were identified based on the magnitude of their estimated greenhouse gas emissions and the criteria of the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard. These categories include emissions from purchased goods and services (3.1) and the use of products sold (3.11). 1…","particular note are the material Scope 3 categories, which were identified based on the magnitude of their estimated greenhouse gas emissions and the criteria of the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard. These categories include emissions from purchased goods and services (3.1) and the use of products sold (3.11). 1…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::C,r247_repsol,REPSOL,雷普索尔公司,247,C,制造业,Manufacturing,C,制造业,Manufacturing,corrected_by_excel_industry_review,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,40 | 21,REPSOL consolidated-statement-non-financial-information-sustainability-information-2024.pdf,"monitor compliance with the Company's decarbonization targets. Environmental information / Climate Change 2024 Non-Financial and Sustainability Information 40 Repsol Group 36 The GHG Protocol guides for Scope 1, 2 and 3 can be found at: Corporate standard; Scope 2; Scope 3. PDF full-document exact-series scan: the report page names a controlled GHG Protocol…","monitor compliance with the Company's decarbonization targets. Environmental information / Climate Change 2024 Non-Financial and Sustainability Information 40 Repsol Group 36 The GHG Protocol guides for Scope 1, 2 and 3 can be found at: Corporate standard; Scope 2; Scope 3. PDF full-document exact-series scan: the report page names a controlled GHG Protocol…",pdf_page_backfill,accepted_explicit_named_series_edge,"(?:ghg protocol | greenhouse gas protocol | wri | world resources institute | world business council)[\s\S]{0,160}corporate standard"
ghg_scope3_standard::C,r247_repsol,REPSOL,雷普索尔公司,247,C,制造业,Manufacturing,C,制造业,Manufacturing,corrected_by_excel_industry_review,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,21 | 134,REPSOL consolidated-statement-non-financial-information-sustainability-information-2024.pdf,imate impact of these gases is greater compared to CO₂. Indirect emissions (Scope 3) The reported Scope 3 emissions are aligned with the principles established by the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard and reflect the methodological approach followed to quantify the Company's indirect value chain emissions. The ca…,imate impact of these gases is greater compared to CO₂. Indirect emissions (Scope 3) The reported Scope 3 emissions are aligned with the principles established by the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard and reflect the methodological approach followed to quantify the Company's indirect value chain emissions. The ca…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::C,r248_lenovogroup,LENOVO GROUP,联想集团有限公司,248,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,100,FY2025-lenovo-sustainability-report.pdf,"Accuracy 相关性|完整性|一致性|透明性|准确性 100 Lenovo Group Limited 2024/25 Environmental, Social and Governance Report GHG emissions measurement approach Approach Standards used • GHG Protocol Corporate Accounting and Reporting Standard (2004) • GHG Protocol Scope 2 Guidance (2015) 100 Lenovo Group Limited 2024/25 Environmental, Social and Governance Report GHG emission…","Accuracy 相关性|完整性|一致性|透明性|准确性 100 Lenovo Group Limited 2024/25 Environmental, Social and Governance Report GHG emissions measurement approach Approach Standards used • GHG Protocol Corporate Accounting and Reporting Standard (2004) • GHG Protocol Scope 2 Guidance (2015) 100 Lenovo Group Limited 2024/25 Environmental, Social and Governance Report GHG emission…",medium,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope2_guidance::C,r248_lenovogroup,LENOVO GROUP,联想集团有限公司,248,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,100,FY2025-lenovo-sustainability-report.pdf,"ronmental, Social and Governance Report GHG emissions measurement approach Approach Standards used • GHG Protocol Corporate Accounting and Reporting Standard (2004) • GHG Protocol Scope 2 Guidance (2015) 100 Lenovo Group Limited 2024/25 Environmental, Social and Governance Report GHG emissions measurement approach Approach Standards used • GHG Protocol Corp…","ronmental, Social and Governance Report GHG emissions measurement approach Approach Standards used • GHG Protocol Corporate Accounting and Reporting Standard (2004) • GHG Protocol Scope 2 Guidance (2015) 100 Lenovo Group Limited 2024/25 Environmental, Social and Governance Report GHG emissions measurement approach Approach Standards used • GHG Protocol Corp…",medium,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::C,r248_lenovogroup,LENOVO GROUP,联想集团有限公司,248,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,100,FY2025-lenovo-sustainability-report.pdf,GHG emissions measurement approach Approach Standards used • GHG Protocol Corporate Accounting and Reporting Standard (2004) • GHG Protocol Scope 2 Guidance (2015) • GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) Measurement approach Operational control due to the ability to take full ownership of all GHG emissions Len…,GHG emissions measurement approach Approach Standards used • GHG Protocol Corporate Accounting and Reporting Standard (2004) • GHG Protocol Scope 2 Guidance (2015) • GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) Measurement approach Operational control due to the ability to take full ownership of all GHG emissions Len…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::J,r260_newyorklifeinsurance,NEW YORK LIFE INSURANCE,美国纽约人寿保险公司,260,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,44 | 61,2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,"nal Scope 1 and 2 were down 16% compared to our 2019 baseline. This is due to reduced energy usage and the addition of new sites with actual data to our footprint. We leverage the GHG Protocol Corporate Standardxvii to calculate our emissions. Additionally, New York Life employs estimates for about 30% of our Scope 2 emissions (based on total square footage…","nal Scope 1 and 2 were down 16% compared to our 2019 baseline. This is due to reduced energy usage and the addition of new sites with actual data to our footprint. We leverage the GHG Protocol Corporate Standardxvii to calculate our emissions. Additionally, New York Life employs estimates for about 30% of our Scope 2 emissions (based on total square footage…",pdf_page_backfill,accepted_explicit_named_series_edge,"(?:ghg protocol | greenhouse gas protocol | wri | world resources institute | world business council)[\s\S]{0,160}corporate standard"
ghg_financial_industry_standard::J,r260_newyorklifeinsurance,NEW YORK LIFE INSURANCE,美国纽约人寿保险公司,260,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,44 | 62 | 64,2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,"s. We are actively working to assess the financed emissions for our General Account and within our asset management boutiques, and leverage, where methodologies are available, the Partnership for Carbon Accounting Financials (PCAF), to gain a better understanding of portfolio- level emissions profiles. PDF full-document exact-series scan: the report page na…","s. We are actively working to assess the financed emissions for our General Account and within our asset management boutiques, and leverage, where methodologies are available, the Partnership for Carbon Accounting Financials (PCAF), to gain a better understanding of portfolio- level emissions profiles. PDF full-document exact-series scan: the report page na…",pdf_page_backfill,accepted_explicit_named_series_edge,partnership for carbon accounting financials | \bpcaf\b
ghg_scope3_calculation_guidance::J,r260_newyorklifeinsurance,NEW YORK LIFE INSURANCE,美国纽约人寿保险公司,260,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,72 | 44,2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,"ntended to align with their definitions in financial statements, financial reporting, or SEC rules. xvii ghgprotocol.org/corporate-standard xviii Calculated using the GHG Protocol Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standards. PDF full-document exact-series scan: the…","ntended to align with their definitions in financial statements, financial reporting, or SEC rules. xvii ghgprotocol.org/corporate-standard xviii Calculated using the GHG Protocol Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standards. PDF full-document exact-series scan: the…",pdf_page_backfill,accepted_explicit_named_series_edge,technical guidance for calculating scope 3 emissions
ghg_scope3_standard::J,r260_newyorklifeinsurance,NEW YORK LIFE INSURANCE,美国纽约人寿保险公司,260,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,72 | 44,2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,"ial reporting, or SEC rules. xvii ghgprotocol.org/corporate-standard xviii Calculated using the GHG Protocol Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standards. PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an a…","ial reporting, or SEC rules. xvii ghgprotocol.org/corporate-standard xviii Calculated using the GHG Protocol Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standards. PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an a…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::C,r261_intel,INTEL,英特尔公司,261,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,36 | 56 | 62,INTEL CSR-2024-25-Full-Report.pdf,"lations are based on Global Reporting Initiative (GRI) Standards, the World Resources Institute/World Business Council for Sustainable Development’s The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, and internal criteria defined by Intel management. 2024 Scope 1 and 2 Greenhouse Gas Inventory by Location and Category is included in…","lations are based on Global Reporting Initiative (GRI) Standards, the World Resources Institute/World Business Council for Sustainable Development’s The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, and internal criteria defined by Intel management. 2024 Scope 1 and 2 Greenhouse Gas Inventory by Location and Category is included in…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_corporate_standard::B,r264_riotintogroup,RIO TINTO GROUP,力拓集团,264,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,55 | 73 | 74 | 75 | 324,2024-RIO TINTO GROUP-annual-report.pdf,(indirect emissions). This is consistent with the World Resources Institute (WRI) and World Business Council for Sustainable Development (WBCSD)’s Greenhouse Gas (GHG) Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) (2015). Strategic report | Our approach to ESG | Climate Action Plan Annual Report 2024 71 riotinto.com Performance a…,(indirect emissions). This is consistent with the World Resources Institute (WRI) and World Business Council for Sustainable Development (WBCSD)’s Greenhouse Gas (GHG) Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) (2015). Strategic report | Our approach to ESG | Climate Action Plan Annual Report 2024 71 riotinto.com Performance a…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope2_guidance::B,r264_riotintogroup,RIO TINTO GROUP,力拓集团,264,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,324 | 55,2024-RIO TINTO GROUP-annual-report.pdf,"Institute (WRI) and World Business Council for Sustainable Development (WBCSD)’s GHG Protocol: A Corporate Accounting and Reporting Standard (Revised Edition (2015); GHG Protocol: Scope 2 Guidance; and Basis of Preparation (BoP) as described and presented within the Scope 1, 2 and 3 Emissions Calculation and Climate Methodology available on Rio Tinto’s webs…","Institute (WRI) and World Business Council for Sustainable Development (WBCSD)’s GHG Protocol: A Corporate Accounting and Reporting Standard (Revised Edition (2015); GHG Protocol: Scope 2 Guidance; and Basis of Preparation (BoP) as described and presented within the Scope 1, 2 and 3 Emissions Calculation and Climate Methodology available on Rio Tinto’s webs…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_calculation_guidance::B,r264_riotintogroup,RIO TINTO GROUP,力拓集团,264,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,75 | 55 | 324,2024-RIO TINTO GROUP-annual-report.pdf,"HG) Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) (2015), GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2013) and the Technical Guidance for Calculating Scope 3 Emissions (version 1.0). We estimate the emissions from our customers' processing of iron ore, bauxite, alumina, titanium dioxide, salt …","HG) Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) (2015), GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2013) and the Technical Guidance for Calculating Scope 3 Emissions (version 1.0). We estimate the emissions from our customers' processing of iron ore, bauxite, alumina, titanium dioxide, salt …",pdf_page_backfill,accepted_explicit_named_series_edge,technical guidance for calculating scope 3 emissions
ghg_scope3_standard::B,r264_riotintogroup,RIO TINTO GROUP,力拓集团,264,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,75 | 55 | 324 | 73 | 74,2024-RIO TINTO GROUP-annual-report.pdf,"sources across our operations, we have used the WRI and WBCSD, Greenhouse Gas (GHG) Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) (2015), GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2013) and the Technical Guidance for Calculating Scope 3 Emissions (version 1.0). We estimate the emissions from …","sources across our operations, we have used the WRI and WBCSD, Greenhouse Gas (GHG) Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) (2015), GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2013) and the Technical Guidance for Calculating Scope 3 Emissions (version 1.0). We estimate the emissions from …",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::J,r266_prudentialfinancial,PRUDENTIAL FINANCIAL,保德信金融集团,266,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,47 | 56,Prudential-s-2024-Sustainability-Report.pdf,h we report. Prudential utilized a third-party platform to collect and calculate its 2024 GHG emissions data. The platform’s methodology is designed to align with the GHG Protocol Corporate Accounting and Reporting Standard and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard. The platform’s methodologies and emission factors are update…,h we report. Prudential utilized a third-party platform to collect and calculate its 2024 GHG emissions data. The platform’s methodology is designed to align with the GHG Protocol Corporate Accounting and Reporting Standard and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard. The platform’s methodologies and emission factors are update…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope3_standard::J,r266_prudentialfinancial,PRUDENTIAL FINANCIAL,保德信金融集团,266,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,47 | 56,Prudential-s-2024-Sustainability-Report.pdf,orm to collect and calculate its 2024 GHG emissions data. The platform’s methodology is designed to align with the GHG Protocol Corporate Accounting and Reporting Standard and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard. The platform’s methodologies and emission factors are updated and reviewed by a third party at least annually. P…,orm to collect and calculate its 2024 GHG emissions data. The platform’s methodology is designed to align with the GHG Protocol Corporate Accounting and Reporting Standard and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard. The platform’s methodologies and emission factors are updated and reviewed by a third party at least annually. P…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::B,r268_bhpgroup,BHP GROUP,必和必拓集团,268,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,51 | 64,250819_bhpannualreport2025.pdf,ng consumed by our operated assets. – Organisational boundary: We have made our calculations based on an operational control approach in alignment with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. – Rounding: Data has been rounded to the nearest 1 PJ. – Operational energy consumption from renewable sources includes third-party su…,ng consumed by our operated assets. – Organisational boundary: We have made our calculations based on an operational control approach in alignment with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard. – Rounding: Data has been rounded to the nearest 1 PJ. – Operational energy consumption from renewable sources includes third-party su…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_financial_industry_standard::B,r268_bhpgroup,BHP GROUP,必和必拓集团,268,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,51,250819_bhpannualreport2025.pdf,"oundaries are defined on a category-by-category (and in some cases, sub-category) basis due t… PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values. PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分…","oundaries are defined on a category-by-category (and in some cases, sub-category) basis due t… PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values. PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分…",pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b
ghg_scope2_guidance::B,r268_bhpgroup,BHP GROUP,必和必拓集团,268,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,51 | 64,250819_bhpannualreport2025.pdf,"is consumed by our operated assets. Scope 2 emissions have been calculated using the market-based method, unless otherwise specified, in alignment with the Greenhouse Gas Protocol Scope 2 Guidance. – Organisational boundary: Scopes 1 and 2 emissions have been calculated based on an operational control approach in alignment with the Greenhouse Gas Protocol C…","is consumed by our operated assets. Scope 2 emissions have been calculated using the market-based method, unless otherwise specified, in alignment with the Greenhouse Gas Protocol Scope 2 Guidance. – Organisational boundary: Scopes 1 and 2 emissions have been calculated based on an operational control approach in alignment with the Greenhouse Gas Protocol C…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::B,r268_bhpgroup,BHP GROUP,必和必拓集团,268,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,64 | 51,250819_bhpannualreport2025.pdf,"esource Institute/World Business Council for Sustainable Development Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, including the Greenhouse Gas Protocol: Corporate Value Chain Scope 3 Accounting and Reporting Standard – The Australian Government’s National Greenhouse and Energy Reporting (Measurement) Determination 2008 for Scope 1…","esource Institute/World Business Council for Sustainable Development Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, including the Greenhouse Gas Protocol: Corporate Value Chain Scope 3 Accounting and Reporting Standard – The Australian Government’s National Greenhouse and Energy Reporting (Measurement) Determination 2008 for Scope 1…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain.*scope 3 | corporate value chain\s*\(scope 3\)
