company_id,company_name,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,source_type_primary_or_secondary,evidence_layer,reported_ratio,source_file,page,snippet,matched_keyword,calculation_method_context,is_explicit_reported_ratio,is_supplier_specific_data,is_spend_based,is_average_data,is_source_mix_inference,confidence,review_status
r350_telefónica,TELEFÓNICA,350,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary,explicit_reported_primary_data_percentage,72,2024TELEFÓNICA consolidated-management-report.pdf,100,"In fact, more than half of Scope 3 emissions are derived from the activities of Telefónica's main suppliers (category 1 and 2) found in its supply chain.",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08 | seed_batch_08
r350_telefónica,TELEFÓNICA,350,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary,explicit_reported_primary_data_percentage,72,2024TELEFÓNICA consolidated-management-report.pdf,100,"In fact, more than half of Scope 3 emissions are derived from the activities of Telefónica's main suppliers (category 1 and 2) found in its supply chain.",explicit reported primary data percentage,Explicit reported primary-data percentage,true,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08 | seed_batch_08
r387_schneiderelectric,SCHNEIDER ELECTRIC,387,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,31,Corporate Scope 3 accounting follows GHG protocol best practice and Schneider Electric aims to go beyond this by working to capture more primary data that would improve the granularity and actionability of the reporting.,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r387_schneiderelectric,SCHNEIDER ELECTRIC,387,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,43,Fuel- and energy-related activities: these emissions are derived from energy consumption data that are used for Scope 1 and 2 emissions;,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r387_schneiderelectric,SCHNEIDER ELECTRIC,387,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,44,"The percentage of GHG Scope 3 calculated using primary data is 1.37 and this arises predominantly from GHG emissions of paid freight, for which shipment-per-shipment data is collected from the main freight suppliers, and also from GHG emiss",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,466,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,123,"ability and Stewardship 2023 annual report Insight Investment Stewardship Policy Mellon Proxy Voting Report Spring 2024 Walter Scott Stewardship Stewardship Policy Disclosure Statement Financed Emissions Absolute gross financed emissions, d",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,466,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,123,"ability and Stewardship 2023 annual report Insight Investment Stewardship Policy Mellon Proxy Voting Report Spring 2024 Walter Scott Stewardship Stewardship Policy Disclosure Statement Financed Emissions Absolute gross financed emissions, d",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,466,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,123,"ability and Stewardship 2023 annual report Insight Investment Stewardship Policy Mellon Proxy Voting Report Spring 2024 Walter Scott Stewardship Stewardship Policy Disclosure Statement Financed Emissions Absolute gross financed emissions, d",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r500_三星candt公司,Samsung C&T,500,E,建筑业,Construction,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2025 Samsung C&T Sustainability Report.pdf,111,ion Energy Consumption ‧ Statement of energy consumption ‧ Data verified by the third party institution Energy consumption intensity ‧ Based on sales amounts in the annual business report (excluding domestic subsidiaries of 4 groups) Green,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r500_三星candt公司,Samsung C&T,500,E,建筑业,Construction,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2025 Samsung C&T Sustainability Report.pdf,111,ion Energy Consumption ‧ Statement of energy consumption ‧ Data verified by the third party institution Energy consumption intensity ‧ Based on sales amounts in the annual business report (excluding domestic subsidiaries of 4 groups) Green,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r500_三星candt公司,Samsung C&T,500,E,建筑业,Construction,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2025 Samsung C&T Sustainability Report.pdf,111,ion Energy Consumption ‧ Statement of energy consumption ‧ Data verified by the third party institution Energy consumption intensity ‧ Based on sales amounts in the annual business report (excluding domestic subsidiaries of 4 groups) Green,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r013_shell,SHELL,13,B,采矿业,Mining,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,shell-annual-report-2024.pdf,357,"We identify sources of Scope 1, 2 and 3 GHG emissions based on operating data, design and engineering practices, and analysis of products manufactured and sold.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_01 | seed_batch_01 | seed_batch_01
r013_shell,SHELL,13,B,采矿业,Mining,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,shell-annual-report-2024.pdf,375,"ESRS reporting boundary. [B] The percentage of Scope 1 GHG emissions from assets under Shell's operational control falling under regulated emission trading schemes was 43% in 2024. [C] Equity reporting boundary. [D] Categories 1, 3 and 11 a",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_01 | seed_batch_01 | seed_batch_01
r013_shell,SHELL,13,B,采矿业,Mining,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,shell-annual-report-2024.pdf,375,"ESRS reporting boundary. [B] The percentage of Scope 1 GHG emissions from assets under Shell's operational control falling under regulated emission trading schemes was 43% in 2024. [C] Equity reporting boundary. [D] Categories 1, 3 and 11 a",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_01 | seed_batch_01 | seed_batch_01
r049_electricitédefrance,ELECTRICITÉ DE FRANCE,49,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,edf-urd-annual-financial-report-2024-en-accessible.pdf,205,+19% Emissions calculated using primary data obtained from suppliers or other value chain partners 2% 1% -36% TOTAL GHG EMISSIONS TOTAL GHG EMISSIONS - COUNTRY APPROACH (MTCO2E) 91.6 90.7 -1% TOTAL GHG EMISSIONS - SUPPLIER APPROACH (MTCO2E),explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r049_electricitédefrance,ELECTRICITÉ DE FRANCE,49,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,edf-urd-annual-financial-report-2024-en-accessible.pdf,205,+19% Emissions calculated using primary data obtained from suppliers or other value chain partners 2% 1% -36% TOTAL GHG EMISSIONS TOTAL GHG EMISSIONS - COUNTRY APPROACH (MTCO2E) 91.6 90.7 -1% TOTAL GHG EMISSIONS - SUPPLIER APPROACH (MTCO2E),explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r049_electricitédefrance,ELECTRICITÉ DE FRANCE,49,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,edf-urd-annual-financial-report-2024-en-accessible.pdf,205,+19% Emissions calculated using primary data obtained from suppliers or other value chain partners 2% 1% -36% TOTAL GHG EMISSIONS TOTAL GHG EMISSIONS - COUNTRY APPROACH (MTCO2E) 91.6 90.7 -1% TOTAL GHG EMISSIONS - SUPPLIER APPROACH (MTCO2E),explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_11 | seed_batch_11 | seed_batch_11
r057_hondamotor,HONDA MOTOR,57,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,honda-SR-2025-en-all.pdf,35,"We are also advancing the external procurement of electricity derived from renewable energy sources. <Scope 3, Category 11> While we are reducing CO2 emissions through product electrification, CO2 emissions from the use of electric products",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_13 | seed_batch_13 | seed_batch_13
r057_hondamotor,HONDA MOTOR,57,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,honda-SR-2025-en-all.pdf,35,"We are also advancing the external procurement of electricity derived from renewable energy sources. <Scope 3, Category 11> While we are reducing CO2 emissions through product electrification, CO2 emissions from the use of electric products",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_13 | seed_batch_13 | seed_batch_13
r057_hondamotor,HONDA MOTOR,57,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,honda-SR-2025-en-all.pdf,35,"We are also advancing the external procurement of electricity derived from renewable energy sources. <Scope 3, Category 11> While we are reducing CO2 emissions through product electrification, CO2 emissions from the use of electric products",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_13 | seed_batch_13 | seed_batch_13
r086_relianceindustries,RELIANCE INDUSTRIES,86,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,RELIANCE INDUSTRIES-BRSR2024~25.pdf,36,1 0.000147 Total Scope 1 and Scope 2 emission intensity in terms of physical output (MT CO2e/MT) 0.471 0.482 Total Scope 1 and Scope 2 emission intensity (optional) - the relevant metric may be selected by the entity - - Note: For Jamnagar,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r086_relianceindustries,RELIANCE INDUSTRIES,86,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,RELIANCE INDUSTRIES-BRSR2024~25.pdf,36,"7. Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Parameter Unit FY 2024-25 FY 2023-24 CO2 Metric tonnes of CO2 equivalent 3,62,32,819 3,66,80,367 CH4 Metric tonnes of",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r086_relianceindustries,RELIANCE INDUSTRIES,86,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,RELIANCE INDUSTRIES-BRSR2024~25.pdf,36,1 0.000147 Total Scope 1 and Scope 2 emission intensity in terms of physical output (MT CO2e/MT) 0.471 0.482 Total Scope 1 and Scope 2 emission intensity (optional) - the relevant metric may be selected by the entity - - Note: For Jamnagar,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r096_nestlé,NESTLÉ,96,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,NESTLÉ-non-financial-statement-2024.pdf,110,Table A GHG scope Main activity data sources Main emission factors sources General Scope 1 Factories (and other site types) energy consumption reporting Latest available versions of: GHG Protocol Stationary Combustion Tools ‘Greenhouse Gas,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r096_nestlé,NESTLÉ,96,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,NESTLÉ-non-financial-statement-2024.pdf,110,Table A GHG scope Main activity data sources Main emission factors sources General Scope 1 Factories (and other site types) energy consumption reporting Latest available versions of: GHG Protocol Stationary Combustion Tools ‘Greenhouse Gas,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r096_nestlé,NESTLÉ,96,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,NESTLÉ-non-financial-statement-2024.pdf,110,Table A GHG scope Main activity data sources Main emission factors sources General Scope 1 Factories (and other site types) energy consumption reporting Latest available versions of: GHG Protocol Stationary Combustion Tools ‘Greenhouse Gas,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r107_itochu,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,ITOCHU-ESG report 2024.pdf,109,"t: GJ/m2) 0.684 0.576 0.564 0.539 0.559 * The denominators of intensity figures per one square meter of all floor space are as follows: FYE 2020: 101,545 m2, FYE 2021: 114,920 m2, FYE 2022: 113,434 m2, FYE 2023: 111,945 m2, FYE 2024: 111,8",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r107_itochu,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,ITOCHU-ESG report 2024.pdf,109,"t: GJ/m2) 0.684 0.576 0.564 0.539 0.559 * The denominators of intensity figures per one square meter of all floor space are as follows: FYE 2020: 101,545 m2, FYE 2021: 114,920 m2, FYE 2022: 113,434 m2, FYE 2023: 111,945 m2, FYE 2024: 111,8",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r107_itochu,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,ITOCHU-ESG report 2024.pdf,110,"In FYE 2024, the GHG reduction effect of 50 t-CO2e was included applying “Certificate of CO2 Reduction Effect by SAF” which we purchased through “SAF Flight Initiative” offered by All Nippon Airways Co., Ltd. *6 The consolidated commuting",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_03 | seed_batch_03 | seed_batch_03
r182_ubsgroup,UBS GROUP,182,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,UBS GROUP-sustainability-report-2024.pdf,125,"Scope 2: accounts for indirect GHG emissions associated with the generation of imported / purchased electricity (grid average emission factor), heat or steam.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
r182_ubsgroup,UBS GROUP,182,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,UBS GROUP-sustainability-report-2024.pdf,125,"Scope 2: accounts for indirect GHG emissions associated with the generation of imported / purchased electricity (grid average emission factor), heat or steam.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
r182_ubsgroup,UBS GROUP,182,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,UBS GROUP-sustainability-report-2024.pdf,30,"We may add ambitions for additional scope 3 activities over time and on a best-efforts basis based on the availability of appropriate measurement frameworks and data, and the materiality of the relevant activity to UBS.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_05 | seed_batch_05 | seed_batch_05
r201_koreaelectricpower,KOREA ELECTRIC POWER,201,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,(KEPCO)2024SustainabilityReport_Eng.pdf,150,"es (SOx) ton 6,164 4,539 3,798 Dust ton 369 342 188 *Revision of previous year data errors (based on disclosed figures in Environmental Information Disclosure System) GHG ESG Data (Environmental) Company Category Unit 2021 2022 2023 EWP GHG",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r201_koreaelectricpower,KOREA ELECTRIC POWER,201,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,(KEPCO)2024SustainabilityReport_Eng.pdf,150,"es (SOx) ton 6,164 4,539 3,798 Dust ton 369 342 188 *Revision of previous year data errors (based on disclosed figures in Environmental Information Disclosure System) GHG ESG Data (Environmental) Company Category Unit 2021 2022 2023 EWP GHG",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r201_koreaelectricpower,KOREA ELECTRIC POWER,201,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,(KEPCO)2024SustainabilityReport_Eng.pdf,150,"es (SOx) ton 6,164 4,539 3,798 Dust ton 369 342 188 *Revision of previous year data errors (based on disclosed figures in Environmental Information Disclosure System) GHG ESG Data (Environmental) Company Category Unit 2021 2022 2023 EWP GHG",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_12 | seed_batch_12 | seed_batch_12
r275_idemitsukosan,IDEMITSU KOSAN,275,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,IDEMITSU KOSAN integrated report.pdf,53,sales destinations (t/year) × fuel reduction rate achieved by introduction of ULTY-V plus AT × unit calorific value of fuel (GJ/t) × emission factor during fuel combustion (t-CO₂/GJ) × ser- vice life (years) × our share ratio (%)  Image o,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r275_idemitsukosan,IDEMITSU KOSAN,275,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,IDEMITSU KOSAN integrated report.pdf,53,sales destinations (t/year) × fuel reduction rate achieved by introduction of ULTY-V plus AT × unit calorific value of fuel (GJ/t) × emission factor during fuel combustion (t-CO₂/GJ) × ser- vice life (years) × our share ratio (%)  Image o,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r275_idemitsukosan,IDEMITSU KOSAN,275,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,IDEMITSU KOSAN integrated report.pdf,56,"Selling Idemitsu Renewable Diesel (IRD) and Idemitsu Biodiesel 5 (IBD5), low-carbon fuels derived from waste cooking oil Selling IRD and IBD5 for vehicles and heavy machinery, aiming to reduce CO2 emissions across the entire supply chain IR",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r315_unicreditgroup,UNICREDIT GROUP,315,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,270,"E1-6 - Gross Scope 1,2,3 and Total GHG emissions With regards to own emissions (Scope 1, 2, and 3 excluding category 15), for the present disclosure comparisons with historical data are not possible due to the changed reporting perimeter ve",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r315_unicreditgroup,UNICREDIT GROUP,315,J,金融业,Finance,secondary,average_data,,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,273,"Category 1, Purchased goods and services: Includes emissions arising from copy paper consumption for which the average-data method has been applied;",average data,Method-row source-mix inference,false,false,false,true,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r315_unicreditgroup,UNICREDIT GROUP,315,J,金融业,Finance,secondary,average_data,,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,273,"Category 1, Purchased goods and services: Includes emissions arising from copy paper consumption for which the average-data method has been applied;",average data,Method-row source-mix inference,false,false,false,true,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r317_tokyoelectricpower,TOKYO ELECTRIC POWER,317,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,25,"We will work towards reducing both our group's and our customers' CO₂ emissions, aiming to achieve our CO₂ reduction target and generate income on the order of ¥450 billion. *1 Scope 1: Direct emissions from fuel combustion Scope 2: Indirec",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r317_tokyoelectricpower,TOKYO ELECTRIC POWER,317,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,25,"We will work towards reducing both our group's and our customers' CO₂ emissions, aiming to achieve our CO₂ reduction target and generate income on the order of ¥450 billion. *1 Scope 1: Direct emissions from fuel combustion Scope 2: Indirec",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r317_tokyoelectricpower,TOKYO ELECTRIC POWER,317,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,25,"We will work towards reducing both our group's and our customers' CO₂ emissions, aiming to achieve our CO₂ reduction target and generate income on the order of ¥450 billion. *1 Scope 1: Direct emissions from fuel combustion Scope 2: Indirec",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_07 | seed_batch_07 | seed_batch_07
r339_hyundaimobis,HYUNDAI MOBIS,339,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,HYUNDAI MOBIS sustainability report 2025.pdf,46,"Corporate Overview Environment Social Governance Appendix Letter to Stakeholders Activity and Resource GHG Emissions Management Scope 1 & 2 Emissions Management We have established our GHG inventory covering CO2, CH4, N2O, HFCs, PFCs, and S",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r339_hyundaimobis,HYUNDAI MOBIS,339,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,HYUNDAI MOBIS sustainability report 2025.pdf,52,"Standard, and accounted for items for which category-specific calculation methods or coverage were changed by retrospectively including emissions from previous years (not including domestic subsidiaries) 2) Percentage of Scope 3 emissions",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r339_hyundaimobis,HYUNDAI MOBIS,339,C,制造业,Manufacturing,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,HYUNDAI MOBIS sustainability report 2025.pdf,65,Product Life Cycle Assessment Raw material extraction and production • Expand the sourcing of low- carbon raw materials • Develop eco-friendly materials 6) Change the number of target products and advance the LCA methodology 2024 6) 2025,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r391_西班牙acs集团,ACS Group,391,E,建筑业,Construction,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024_ACS_Sustainability_Report.pdf,81,The information is only for processes owned or controlled by the ACS Group and applies to the same perimeter as was used for reporting scope 1 and 2 GHG emissions.,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_14 | seed_batch_14 | seed_batch_14
r391_西班牙acs集团,ACS Group,391,E,建筑业,Construction,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024_ACS_Sustainability_Report.pdf,85,Emissions from subcontractor works and services are assumed to be equivalent to Scope 1 and Scope 2 emissions.,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_14 | seed_batch_14 | seed_batch_14
r391_西班牙acs集团,ACS Group,391,E,建筑业,Construction,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,2024_ACS_Sustainability_Report.pdf,85,Emissions from subcontractor works and services are assumed to be equivalent to Scope 1 and Scope 2 emissions.,explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_14 | seed_batch_14 | seed_batch_14
r392_coop集团,Coop,392,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,221,"For the Scope 3 categories that are not calculated using procurement values, the year 2024 is considered for calculation, or the data is estimated based on the 2023 value.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r392_coop集团,Coop,392,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,221,"used for the respective reporting year • DEFRA 2022 • WFLDB v.3.9 • ecoinvent 3.9 • DEFRA 2024 • WFLDB v.3.9 • ecoinvent 3.9.1 For the 2024 reporting year, it should be noted that due to the earlier data deadline and the calculations for th",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r392_coop集团,Coop,392,F,批发和零售业,Wholesale and Retail Trade,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,53,"For the Scope 3 categories that are not calculated using procurement values, the year 2024 is considered for calculation, or the data is estimated based on the 2023 value.",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_08 | seed_batch_08 | seed_batch_08
r461_rabobankgroup,RABOBANK GROUP,461,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,rabobank_impact_report_2024.pdf,45,"Based on the data available to us, our models estimate that the progress indicator of our 2030 financed emissions for our total like-for-like on-balance sheet lending portfolio (CO2 and non-CO2 emissions combined) will be approximately 32 M",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
r461_rabobankgroup,RABOBANK GROUP,461,J,金融业,Finance,primary_secondary_mixed,explicit_primary_secondary_mention_without_ratio,,rabobank_impact_report_2024.pdf,45,"Based on the data available to us, our models estimate that the progress indicator of our 2030 financed emissions for our total like-for-like on-balance sheet lending portfolio (CO2 and non-CO2 emissions combined) will be approximately 32 M",explicit primary secondary mention without ratio,Method-row source-mix inference,false,false,false,false,false,,seed_batch_10 | seed_batch_10 | seed_batch_10
