queue_id,company_id,report_id,inventory_year,scope_en,gas,disclosed_gwp_version_en,candidate_gwp_version_en,time_horizon_years,standard_basis_en,fossil_or_biogenic_ch4_basis,applies_to_factor_id,applies_to_emission_record_id,evidence_page,source_file,extraction_snippet,review_decision,reviewer_note,confidence_level
gwp_00151,r091_equinor公司,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r091_equinor公司_Scope 1__151,117,annual-report-2024-equinor.pdf,Page 117 E1-6 table reports 2024 own operations equity share Scope 1 GHG emissions at 8331465 tCO2e; stored as 8.331465 MtCO2e.,,,
gwp_00152,r091_equinor公司,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r091_equinor公司_Scope 2__152,117,annual-report-2024-equinor.pdf,Page 117 E1-6 table reports 2024 own operations equity share Scope 2 location-based emissions at 76333 tCO2e; stored as 0.076333 MtCO2e.,,,
gwp_00153,r091_equinor公司,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r091_equinor公司_Scope 2__153,117,annual-report-2024-equinor.pdf,Page 117 E1-6 table reports 2024 own operations equity share Scope 2 market-based emissions at 1492572 tCO2e; stored as 1.492572 MtCO2e.,,,
gwp_00154,r091_equinor公司,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r091_equinor公司_Scope 3__154,117,annual-report-2024-equinor.pdf,Page 117 E1-6 table reports Total Gross indirect Scope 3 GHG emissions at 278128188 tCO2e; upstream categories use operational control and downstream categories use own operations equity approach.,,,
gwp_00155,r093_saicmotor,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r093_saicmotor_Scope 1__155,50,2024-上海汽车集团股份有限公司ESG报告.pdf,"Auto-extracted from page 50; value 03,693 吨.",,,
gwp_00156,r095_lifeinsurancecorpofindia,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r095_lifeinsurancecorpofindia_Scope 1__156,299,LIC_Annual_Report_2023_2024.pdf,"Auto-extracted from page 299; value 13,107.89 Metric tonnes of CO2.",,,
gwp_00157,r096_nestlé,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r096_nestlé_Scope 1__157,152,NESTLÉ-non-financial-statement-2024.pdf,Auto-verified from page 152; value 33.6 MtCO2e.,,,
gwp_00158,r096_nestlé,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r096_nestlé_Scope 2__158,40,NESTLÉ-non-financial-statement-2024.pdf,market-based Auto-verified from page 40; value 2.59 MtCO2e.,,,
gwp_00159,r096_nestlé,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r096_nestlé_Scope 2__159,152,NESTLÉ-non-financial-statement-2024.pdf,"...ge of Scope 1 GHG emissions from regulated emission trading schemes % 33.6 305-1/2.1.1 Gross location-based Scope 2 greenhouse gas emissions Million metric tonnes CO2e 2.59 305-2/a Total GHG emissions location-based Million metric tonnes CO2e 77.02 305-1, 305-2, 305-3 Total GHG e",,,
gwp_00160,r101_eon,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r101_eon_Scope 1__160,46,E.ON-GB24-gesamt-EN_final.pdf,Auto-verified from page 46; value 3 MtCO2e.,,,
gwp_00161,r101_eon,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r101_eon_Scope 2__161,44,E.ON-GB24-gesamt-EN_final.pdf,location-based Auto-verified from page 44; value 3.66 MtCO2e.,,,
gwp_00162,r101_eon,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r101_eon_Scope 3__162,44,E.ON-GB24-gesamt-EN_final.pdf,...n factor was portfolio streamlining as part of our B2B strategy. The market-based figure for Scope 3 emissions declined by about 5 million metric tons of CO2e for the same reason. The Sustainable Products and Services chapter contains more information about our green power produc,,,
gwp_00163,r111_morganstanley,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r111_morganstanley__6_163,69,Morgan_Stanley_2023_ESG_Report.pdf,"...,836 67,418 56,005 Scope 3 Total Category 6 & 13 113,349 57,268 98,289 Scope 3: Category 6 Business Travel 112,921 57,057 96,031 Scope 3: Category 13 Downstream Leased Assets 428 211 2,258 Total Location-Based Emissions 473,364 281,089 352,",,,
gwp_00164,r111_morganstanley,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r111_morganstanley__13_164,69,Morgan_Stanley_2023_ESG_Report.pdf,"...7,268 98,289 Scope 3: Category 6 Business Travel 112,921 57,057 96,031 Scope 3: Category 13 Downstream Leased Assets 428 211 2,258 Total Location-Based Emissions 473,364 281,089 352,444 Total Market-Based Emissions 487,185 124,686 154,294 4",,,
gwp_00165,r113_brookfield,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r113_brookfield_Scope 2__165,60,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,market-based Auto-verified from page 60; value 255 MtCO2e.,,,
gwp_00166,r114_royalaholddelhaize,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r114_royalaholddelhaize_Scope 3__166,182,Ahold_Delhaize_Annual_Report_2024.pdf,"...the GHG Protocol, emissions related to capital goods need to be reported under category 2 of scope 3 (these amounted to 354 ktCO2e for 2022 and 644 ktCO2e for 2020). We previously included all emissions related to not-for-resale purchased goods and services, including capital goo",,,
gwp_00167,r116_indianoil,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r116_indianoil_Scope 3__167,59,INDIAN OIL-IOCL-Sustainability-Report-2023-24.pdf,Page 59 reports Total Scope 3 emissions at 351.09 MMTCO2e for the 2023-24 report period.,,,
gwp_00168,r117_adm公司,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r117_adm公司_Scope 2__168,50,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,"market-based Auto-verified from page 50; value 3,750,000 tCO2e.",,,
gwp_00169,r119_christiandior,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r119_christiandior_Scope 2__169,114,ChristianDior_2024_Annual_Report.pdf,"Auto-verified from page 114; value 289,973 tCO2e.",,,
gwp_00170,r119_christiandior,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r119_christiandior_Scope 3__170,116,ChristianDior_2024_Annual_Report.pdf,"Auto-extracted from page 116; value 7,522,618 tCO2e.",,,
gwp_00171,r119_christiandior,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r119_christiandior_Scope 1__171,114,ChristianDior_2024_Annual_Report.pdf,"... and Vigilance Plan 112 Annual Report as of December 31, 2024 GHG emissions - Scopes 1 and 2 Scope 1 emissions are those generated mainly through the combustion of fuel oil and natural gas, as well as the leaking of refrigerant fluids. Scope 2 emissions are those generated indire",,,
gwp_00172,r125_ptt,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r125_ptt_Scope 1__172,142,PTT One Report ENG 2024.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: PTT One Report ENG 2024.pdf. PDF page: 142. Reported value: 40.50 MtCO2e. Review note: The 40.50 MtCO2e value is PTT Group direct Scope 1 emissions, not Scope 2..",,,
gwp_00173,r125_ptt,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r125_ptt_Scope 2__173,142,PTT One Report ENG 2024.pdf,Manual PDF-page validation accepted this direct-use Scope value. Source file: PTT One Report ENG 2024.pdf. PDF page: 142. Reported value: 0.18 MtCO2e. Scope 2 reporting method: Location-Based. Review note: The 0.18 MtCO2e value is PTT st...,,,
gwp_00174,r125_ptt,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r125_ptt_Scope 2__174,142,PTT One Report ENG 2024.pdf,Manual PDF-page validation accepted this direct-use Scope value. Source file: PTT One Report ENG 2024.pdf. PDF page: 142. Reported value: 0.95 MtCO2e. Scope 2 reporting method: Market-Based. Review note: The page distinguishes PTT and PT...,,,
gwp_00175,r125_ptt,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r125_ptt_Scope 3__175,152,PTT One Report ENG 2024.pdf,Auto-extracted from page 152; value 0.0002 Million tons of CO2.,,,
gwp_00176,r126_axa,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r126_axa_Scope 1__176,175,axa_urd2024_accessible_va.pdf,"Auto-verified from page 175; value 21,054 tCO2e.",,,
gwp_00177,r126_axa,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r126_axa_Scope 2__177,175,axa_urd2024_accessible_va.pdf,"Auto-verified from page 175; value 23,146 tCO2e.",,,
gwp_00178,r127_fedex,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r127_fedex_Scope 1__178,38,FedEx_2025_CR_Report.pdf,"Auto-verified from page 38; value 10,231 tCO2e.",,,
gwp_00179,r127_fedex,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r127_fedex_Scope 2__179,19,FedEx_2025_CR_Report.pdf,"market-based Auto-extracted from page 19; value 966,871 metric tons of CO2e.",,,
gwp_00180,r130_engie集团,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r130_engie集团_Scope 1__180,118,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,"Auto-verified from page 118; value 80,489,233 MTCO2e.",,,
gwp_00181,r130_engie集团,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r130_engie集团_Scope 3__181,112,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,Auto-extracted from page 112; value 78 Mt CO2.,,,
gwp_00182,r131_waltdisney,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r131_waltdisney__1_182,28,华特迪士尼公司-2024-SSI-Report.pdf,"...ETRIC TONS CO2e)3 Scope 3 Emissions5, 8 In Progress 10,849,252 10,637,943 NR NR Category 1 Purchased Goods and Services9, 10, 11, 12 In Progress 6,163,290 6,050,917 NR NR Category 2 Capital Goods9, 11 In Progress 524,813 552,929 NR NR Categ",,,
gwp_00183,r131_waltdisney,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r131_waltdisney__14_183,28,华特迪士尼公司-2024-SSI-Report.pdf,"...22 NR NR Category 13 Downstream Leased Assets18 In Progress 70,364 77,697 NR NR Category 14 Franchises9, 11, 12, 14, 19, 20 In Progress 2,538,039 2,156,653 NR NR Category 15 Investments9 In Progress 40,354 38,631 NR NR 2024 2023 2022 2021 2",,,
gwp_00184,r131_waltdisney,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r131_waltdisney_Scope 1__184,34,华特迪士尼公司-2024-SSI-Report.pdf,Auto-extracted from page 34; value 2020 MT CO2e.,,,
gwp_00185,r131_waltdisney,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r131_waltdisney_Scope 3__185,28,华特迪士尼公司-2024-SSI-Report.pdf,Auto-extracted from page 28; value 8 METRIC TONS CO2e.,,,
gwp_00186,r132_orlen,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r132_orlen_Scope 1__186,159,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,Auto-extracted from page 159; value 28 510 844 tCO2e.,,,
gwp_00187,r132_orlen,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r132_orlen_Scope 2__187,161,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,"market-based Auto-verified from page 161; value 2,510,119 tCO2e.",,,
gwp_00188,r132_orlen,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r132_orlen_Scope 3__188,151,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,Auto-verified from page 151; value 11 tCO2e.,,,
gwp_00189,r133_delltechnologies,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r133_delltechnologies_Scope 3__189,3,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,Auto-verified from page 3; value 11 MTCO2e.,,,
gwp_00190,r133_delltechnologies,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r133_delltechnologies_Scope 1__190,2,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,"... on reducing direct and indirect emissions in areas with the largest opportunity for impact. Scope 1 and scope 2 market-based greenhouse gas (GHG) emissions MT CO2e 203,700 199,100 172,400 From FY23 to FY24 our scopes 1 and 2 (market-based) emissions decreased by 26,700 metric to",,,
gwp_00191,r133_delltechnologies,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r133_delltechnologies_Scope 2__191,2,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,"... direct and indirect emissions in areas with the largest opportunity for impact. Scope 1 and scope 2 market-based greenhouse gas (GHG) emissions MT CO2e 203,700 199,100 172,400 From FY23 to FY24 our scopes 1 and 2 (market-based) emissions decreased by 26,700 metric tons of CO2e (",,,
gwp_00192,r143_byd,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r143_byd_Scope 1__192,127,比亚迪年度可持续报告2024.pdf,Mt CO2e; direct emissions.,,,
gwp_00193,r143_byd,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r143_byd_Scope 1__193,42,比亚迪年度可持续报告2024.pdf,Auto-extracted from page 42; value 2 吨二氧化碳当量.,,,
gwp_00194,r143_byd,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r143_byd_Scope 2__194,127,比亚迪年度可持续报告2024.pdf,Mt CO2e; energy indirect emissions.,,,
gwp_00195,r143_byd,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r143_byd_Scope 2__195,127,比亚迪年度可持续报告2024.pdf,"Auto-verified from page 127; value 7,511,038.00 吨CO2e.",,,
gwp_00196,r143_byd,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r143_byd_Scope 3__196,127,比亚迪年度可持续报告2024.pdf,"Mt CO2e; employee travel, commuting, and fuel-and-energy-related activities are disclosed.",,,
gwp_00197,r143_byd,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r143_byd_Scope 3__197,127,比亚迪年度可持续报告2024.pdf,"Auto-extracted from page 127; value 158,970.51 吨.",,,
gwp_00198,r145_siemens,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r145_siemens_Scope 3__198,85,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,Auto-extracted from page 85; value 2024 tons CO2e.,,,
gwp_00199,r145_siemens,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r145_siemens_Scope 1__199,85,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,"...how challenging it will be to reduce emissions while at the same time serving our customers. Scope 1 & 2 In fiscal year 2024, our Scope 1 and 2 emissions increased by around 9% or 17 metric tons, resulting in a Scope 1 and 2 intensity of 5.71×10-6 t CO2e/€ of revenue in 2024 comp",,,
gwp_00200,r159_boeing,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r159_boeing_Scope 2__200,34,2025-boeing-sustainability-report.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2025-boeing-sustainability-report.pdf. PDF page: 34. Reported value: 464,000 tCO2e. Scope 2 reporting method: Market-Based.",,,
gwp_00201,r162_kia,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r162_kia_Scope 3__201,35,2025 KIA Sustainability Report.pdf,"Auto-extracted from page 35; value 72,975.5 tCO2e.",,,
gwp_00202,r163_sysco,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r163_sysco_Scope 3__202,45,Sysco FY24 Sustainability Report.pdf,Auto-verified from page 45; value 97.9 MTCO2e.,,,
gwp_00203,r165_pertamina,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r165_pertamina_Scope 1__203,188,PERTAMINA—FULL_SR PHE 24_(09_01)_Web Version (1).pdf,Auto-extracted from page 188; value 2021 thousand tons of CO2e.,,,
gwp_00204,r165_pertamina,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r165_pertamina_Scope 2__204,188,PERTAMINA—FULL_SR PHE 24_(09_01)_Web Version (1).pdf,Auto-verified from page 188; value 887.36 ktCO2e.,,,
gwp_00205,r166_vinci,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r166_vinci_Scope 1__205,31,VINCI-2024_workforce_related_environmental_and_social_information.pdf,Auto-extracted from page 31; value 0.2 million tonnes of CO2.,,,
gwp_00206,r168_torontodominionbank,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r168_torontodominionbank_Scope 1__206,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf. PDF page: 56. Reported value: 39,292 tCO2e.",,,
gwp_00207,r168_torontodominionbank,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r168_torontodominionbank_Scope 2__207,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf. PDF page: 56. Reported value: 76,179 tCO2e. Scope 2 reporting method: Location-Based.",,,
gwp_00208,r168_torontodominionbank,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r168_torontodominionbank_Scope 3__208,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,Auto-extracted from page 56; value 20241 tCO2e.,,,
gwp_00209,r168_torontodominionbank,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r168_torontodominionbank_Scope 2__209,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,"...Revenue GHG Emissions Intensity tCO2e per millions in revenue 2.0 2.3 2.4 3.8 Scope 1 and 2 (Market-Based)2 Scope 14 tCO2e 39,292 40,346 43,707 52,628 Scope 25,6 tCO2e 5,350 6,930 6,977 8,100 Total Scope 1 and 2 tCO2e P erformance indicators for which EY provided a limited level ",,,
gwp_00210,r174_法国bpce银行集团,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r174_法国bpce银行集团_Scope 3__210,34,GROUPE BPCE-2023-240506-tcfd-version-uk.pdf,Auto-verified from page 34; value 2019 tCO2e.,,,
gwp_00211,r176_巴西jbs公司,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r176_巴西jbs公司_Scope 1__211,61,JBS_Sustainability_Report_2023.pdf,"Auto-verified from page 61; value 400,000 tCO2e.",,,
gwp_00212,r181_guangzhouautomobileindustrygroup,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r181_guangzhouautomobileindustrygroup_Scope 1__212,131,广汽集团2024年社会责任报告.pdf,"Auto-verified from page 131; value 1,059 吨CO2e.",,,
gwp_00213,r181_guangzhouautomobileindustrygroup,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r181_guangzhouautomobileindustrygroup_Scope 2__213,131,广汽集团2024年社会责任报告.pdf,"Auto-verified from page 131; value 1,059 吨CO2e.",,,
gwp_00214,r183_airbus,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r183_airbus_Scope 1__214,4,AIRBUS-pm_38_711_711991-us758j55ai.pdf,Auto-verified from page 4; value 468 486 ktCO2e.,,,
gwp_00215,r183_airbus,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r183_airbus_Scope 2__215,4,AIRBUS-pm_38_711_711991-us758j55ai.pdf,market-based Auto-verified from page 4; value 313 279 ktCO2e.,,,
gwp_00216,r183_airbus,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r183_airbus_Scope 3__216,2,AIRBUS-pm_38_711_711991-us758j55ai.pdf,"Auto-verified from page 2; value 10,605 ktCO2e.",,,
gwp_00217,r185_zhejianggeelyholdinggroup,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r185_zhejianggeelyholdinggroup_Scope 1__217,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,Reviewed on 2026-04-13: keep business-unit granularity because page 38 reports Geely Auto separately within the group report and does not provide a safe consolidated parent-company total.,,,
gwp_00218,r185_zhejianggeelyholdinggroup,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r185_zhejianggeelyholdinggroup_Scope 2__218,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,Reviewed on 2026-04-13: keep business-unit granularity because page 38 reports Geely Auto separately within the group report and does not provide a safe consolidated parent-company total.,,,
gwp_00219,r185_zhejianggeelyholdinggroup,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r185_zhejianggeelyholdinggroup_Scope 3__219,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,Reviewed on 2026-04-13: keep business-unit granularity because page 38 reports Geely Auto separately within the group report and does not provide a safe consolidated parent-company total.,,,
gwp_00220,r185_zhejianggeelyholdinggroup,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r185_zhejianggeelyholdinggroup_Scope 3__220,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,Page 38 reports Geely Auto as a business unit and does not provide a safe parent-company total.,,,
gwp_00221,r189_itaúunibancoholding,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r189_itaúunibancoholding_Scope 1__221,117,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf. PDF page: 117. Reported value: 19,405 tCO2e.",,,
gwp_00222,r189_itaúunibancoholding,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r189_itaúunibancoholding_Scope 2__222,115,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,"Auto-verified from page 115; value 21,271 tCO2e.",,,
gwp_00223,r189_itaúunibancoholding,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r189_itaúunibancoholding_Scope 3__223,115,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,"...ive plans to reduce these emissions. 3 Baseline 2023: Scope 1 and scope 2 - 18,738 tCO2e and Scope 3 - 38,263 tCO2e. Message from the CEO Sustainability in business Environmental Social Governance ESG Report 2024 | Itaú Unibanco Holding S.A 115",,,
gwp_00224,r191_generalelectric,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r191_generalelectric_Scope 1__224,35,GENERAL ELECTRIC-Aerospace 2025-sustainability-report.pdf,"Auto-verified from page 35; value 400,000 tCO2e.",,,
gwp_00225,r191_generalelectric,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r191_generalelectric_Scope 3__225,23,GENERAL ELECTRIC-Aerospace 2025-sustainability-report.pdf,Auto-extracted from page 23; value 23 million metric tons CO2.,,,
gwp_00226,r193_lockheedmartin,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r193_lockheedmartin_Scope 1__226,42,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,"Manual PDF-page validation accepted this direct-use Scope value. Source file: 2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf. PDF page: 42. Reported value: 294,431 tCO2e.",,,
gwp_00227,r193_lockheedmartin,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r193_lockheedmartin_Scope 3__227,42,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,Auto-extracted from page 42; value 3 MT CO2e.,,,
gwp_00228,r195_americanexpress,,,,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r195_americanexpress__6_228,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,"...e globally managed facility footprint in 2023 and 2022, respectively. 6 Scope 3 Category 6 Business Travel represents emissions associated with employee business travel including third-party air, rail, rental cars, and hotel stays; it does ",,,
gwp_00229,r195_americanexpress,,,Scope 1,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r195_americanexpress_Scope 1__229,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,Page 67 explicitly reports Scope 1 direct emissions at 28952 MTCO2e; stored here as 0.028952 MtCO2e.,,,
gwp_00230,r195_americanexpress,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r195_americanexpress_Scope 2__230,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,Page 67 explicitly reports location-based Scope 2 emissions at 93687 MTCO2e; stored here as 0.093687 MtCO2e.,,,
gwp_00231,r195_americanexpress,,,Scope 2,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r195_americanexpress_Scope 2__231,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,"Greenhouse Gas Emissions7 Scope 1 - Direct MTCO2e 28,952 21,756 Scope 2 - Indirect (Location-Based) MTCO2e 93,687 85,188 Scope 2 - Indirect (Market-Based)4 MTCO2e 2,269 2,266 Scope 3 Category 5: Waste Generated in Operations5 MTCO2e 807 569 Category 6: Business Travel6 MTCO2e 18,",,,
gwp_00232,r195_americanexpress,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r195_americanexpress_Scope 3__232,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,"... (Location-Based) MTCO2e 93,687 85,188 Scope 2 - Indirect (Market-Based)4 MTCO2e 2,269 2,266 Scope 3 Category 5: Waste Generated in Operations5 MTCO2e 807 569 Category 6: Business Travel6 MTCO2e 18,064 11,454 Total Greenhouse Gas Emissions7 Total Scope 1 & 2 (Location-Based) Emis",,,
gwp_00233,r198_wilmarinternational,,,Scope 3,,,IPCC AR6 / 100-year default unless report states AR4/AR5/AR6,100,,,,r198_wilmarinternational_Scope 3__233,25,24_0151_wilmar_2024_sr-v7-27-may.pdf,Auto-extracted from page 25; value 102.5 tCO2e.,,,
