review_priority,queue_priority,auto_promote_allowed,recommended_action_en,recommended_action_zh,technology_id,technology_name_en,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_en,current_signal_status,validated_project_evidence_count,validated_project_names_en,validated_project_pages,validated_project_source_files,missing_to_project_gate,company_timeline_years,company_cost_signal_present,company_evidence_count,candidate_decision_bucket,candidate_decision_status,candidate_decision_rationale_en,candidate_decision_rationale_zh,evidence_boundary,sample_pages,sample_source_files,company_sample_snippet_en
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r319_worldkinect公司,World Kinect,World Kinect,319,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,12,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,Sources of Scope 2 Emissions: • Purchased Electricity • Purchased Heating / Cooling • Purchased Steam • Carbon Reduction Strategy • Carbon Compliance Services • Energy Efficiency Audits • Carbon Footprint Reporting • Renewable Electricity S
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r322_ingkagroup,INGKA GROUP,英格卡集团,322,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,TTER LIVES BETTER COMPANY BETTER HOMES Impact area FY24 greenhouse gas emissions Key decarbonisation levers in FY24 Own operations2 1% of climate footprint • Renewable electricity • Renewable heating and cooling • Energy efficiency measures
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r344_continental,CONTINENTAL,德国大陆集团,344,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,7,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"mental Information 129 Management Approaches to Climate Change Mitigation, Climate Change Adaptation, Energy Efficiency and Renewable Energy Regarding climate change, Continental has implemented manage- ment approaches that include the foll"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r427_broadcom,BROADCOM,博通公司,427,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"ycled water for flushing and landscaping, which have led to 75.56% water savings compared to the LEED baseline 90% of electricity consumed is renewable energy Energy efficiency measures, including heat recovery wheels, precision air conditi"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,纽约梅隆银行,466,J,Finance,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"ignment and engage stakeholders across businesses/ jurisdictions, led by our Chief Sustainability Officer • Conducted an in-depth review of existing emissions reduction targets and accelerated our work toward delivering GHG reductions in re"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r480_ecopetrol,ECOPETROL,哥伦比亚国家石油公司,480,B,Mining,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,12,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"11,817,213 tCO₂e 357,966 tCO₂e 859,892 tCO₂e 91,383 tCO₂e 151,117,258 tCO₂e 9,082 tCO₂e 3,340 tCO₂e 303 tCO₂e of direct GHG emissions - Scope 1. through energy efficiency projects. of indirect GHG emissions from energy generation - Scope 27"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r481_arrowelectronics,ARROW ELECTRONICS,艾睿电子,481,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"Fleet electrification Our vehicle fleet contributes to a meaningful portion of our Scope 1 emissions, which we’re working to reduce."
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,energy_efficiency,Advanced clean power and energy efficiency,r485_centrica,CENTRICA,英国森特理克集团,485,I,"Information Transmission, Software and Information Technology Services",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,rit Energy assets in the UK and Netherlands. Non-operated nuclear emissions are excluded. † Included in DNV’s independent limited assurance report. See page 38 or centrica.com/assurance for more. (i) Comprises Scope 1 and Scope 2 emission
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,hydrogen_methanol,"Hydrogen, methanol, and ammonia",r038_bankofamerica,BANK OF AMERICA,美国银行,38,J,Finance,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,56 | 56 | 56.0 | 18 | 18,2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,"manufacturers can leverage alternative fuels, such as refuse-derived fuels, biomass or low-carbon hydrogen, as a replacement for conventional fossil fuels to reduce their Scope 1 emissions."
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,hydrogen_methanol,"Hydrogen, methanol, and ammonia",r258_bharatpetroleum,BHARAT PETROLEUM,巴拉特石油公司,258,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,56 | 56 | 56.0 | 18 | 18,2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,chi Refinery announced Launched indigenous Hydrogen Electrolyser during India Energy Week l BPCL became the First Indian Company to operate upstream Block in UAE l BORL & BGRL amalgamated with BPCL to improve synergies l BPCL committed to b
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,hydrogen_methanol,"Hydrogen, methanol, and ammonia",r289_maerskgroup,MAERSK GROUP,马士基集团,289,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,56 | 56 | 56.0 | 18 | 18,2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,"tely listed on Nasdaq Copenhagen, resulting in the distribution of Svitzer shares to Maersk shareholders. 4 November First dual-fuel retrofit Maersk Halifax was converted into the world’s first retrofitted dual-fuel methanol vessel. 9 Febru"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r007_apple,APPLE,苹果公司,7,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"0 Natural gas MWh 307,390 312,490 188,630 203,010 202,360 Biogas MWh 183,330 218,780 76,280 208,620 210,820 Propane liquid MWh 1,760 1,030 1,830 40 140 Gasoline MWh 45,140 50,760 38,790 34,880 14,910 Diesel (other) MWh 36,150 57,030 15,610"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r016_mckesson,MCKESSON,麦克森公司,16,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"n targets through alternative fuel vehicles, routing efficiency and driving behaviors. OPERATIONS Supports growth in operations through efficiency improvements that reduce GHG emissions and waste. DIRECT PROCUREMENT Engages suppliers to see"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r061_valeroenergy,VALERO ENERGY,瓦莱罗能源公司,61,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,11,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"For instance, combustion of biofuels is not part of the accounting of Scope 3, Category 11 in the GHG Protocol."
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r191_generalelectric,GENERAL ELECTRIC,通用电气公司,191,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"Additionally, we are putting our capabilities into practice through the use of available decarbonization levers to help address our own Scope 1 emissions: • 400,000 gallons of neat SAF purchased through the book-and-claim system • ~1,000 me"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r270_unitedairlinesholdings,UNITED AIRLINES HOLDINGS,联合航空控股公司,270,G,"Transport, Storage and Post",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,15,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,This methodology captures the full lifecycle emissions of jet fuel usage and allows us to chart both Scope 1 and associated Scope 3 emissions reductions from the replacement of conventional jet fuel with SAF.
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r275_idemitsukosan,IDEMITSU KOSAN,日本出光兴产株式会社,275,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"Selling Idemitsu Renewable Diesel (IRD) and Idemitsu Biodiesel 5 (IBD5), low-carbon fuels derived from waste cooking oil Selling IRD and IBD5 for vehicles and heavy machinery, aiming to reduce CO2 emissions across the entire supply chain IR"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r391_西班牙acs集团,ACS Group,西班牙ACS,391,E,Construction,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"Scope 1 GHG emissions Scope 1 emissions are calculated by recording and consolidating all the material fuel (diesel/biodiesel, gasoline/biogasoline, LPG, LNG and natural gas) that is consumed under the operational control of the ACS Group,"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r469_novonordisk,NOVO NORDISK,诺和诺德公司,469,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"Reducing emissions from product distribution (scope 3, category 4 and 9) Lower distribution emissions by air, sea, and road: 1) by air, converting additional upstream air freight to sea freight, while securing Sustainable Aviation Fuel"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_fuels,Low-carbon fuels,r480_ecopetrol,ECOPETROL,哥伦比亚国家石油公司,480,B,Mining,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"Moreover, through Ecodiesel, a subsidiary in which Ecopetrol holds a 50% stake, biodiesel derived from palm oil is produced as a low-carbon fuel."
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_materials,Low-carbon materials and process changes,r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,B,Mining,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,2,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,ons and people development Minimizing environmental impact Growing societal value Governance Data Outcomes and impacts Operations Products produced • Crude oil • Gas • NGL • Condensate • Chemicals • Refined products • Electricity • Blue amm
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_materials,Low-carbon materials and process changes,r011_volkswagen,VOLKSWAGEN,大众公司,11,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,2,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"More than 850,000 metric tons of CO₂ have been saved in net terms since 2017 through the Aluminum Closed Loop Recycling Production Waste Waste with recyclable content generated in production is also being increasingly sys"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_materials,Low-carbon materials and process changes,r023_totalenergies,TOTALENERGIES,道达尔能源公司,23,B,Mining,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,2,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"replacement factor of 2.63 (38%) is used to obtain a fossil fuel equivalent for renewable power generation (wind, solar and hydroelectricity) modeled in those scenarios for purposes of comparison with TotalEnergies’ lifecycle carbon intensi"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_materials,Low-carbon materials and process changes,r045_citigroup,CITIGROUP,花旗集团,45,J,Finance,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,2,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"In addition, in the cafés at our New York headquarters, we replaced 100% of plastic beverage containers with aluminum or glass, and we have avoided the use of nearly 4."
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_materials,Low-carbon materials and process changes,r089_rosneftoil,ROSNEFT OIL,俄罗斯石油公司,89,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"applicable in terms of disclosing the percentage covered under emissions-limiting regulations EM-EP-110a.2 Amount of gross global Scope 1 emissions from: (1) flared hydrocarbons, (2) other combustion, (3) process emissions, (4) other vented"
P1_backfill_project_name_timeline_cost_abatement,P1,false,"Backfill project or measure name, page/source binding, implementation stage, timeline, cost/investment, and abatement effect before treating this as project evidence.",补齐项目/措施名称、页码/来源绑定、实施阶段、时间线、成本/投资和减排效果后，才可作为项目证据。,low_carbon_materials,Low-carbon materials and process changes,r098_eni,ENI,埃尼石油公司,98,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | timeline_years | cost_or_investment | abatement_effect,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"reserves of hydrocarbons(d) (mmboe) 6,497 6,614 6,628 Reserves life index (years) 10.4 10.6 11.3 Organic reserves replacement ratio (%) 124 69 47 Employees at year end (number) 9,188 9,840 9,733 of which: outside Italy 5,171 5,927 5,831 Dir"
