decision_id,decision_status,decision_bucket,evidence_gate,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,series_id,series_name_en,series_name_zh,core_whitelist,whitelist_gate,category_en,category_zh,role_en,role_zh,principle_en,principle_zh,language_policy_en,language_policy_zh,match_status,matched_aliases,evidence_count,pages,source_files,sample_review_status,sample_confidence,sample_snippet_en,sample_snippet_zh,safe_use_en,safe_use_zh
GHG-SERIES-REVIEW-0354,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r352_bestbuy,352,BEST BUY,百思买,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,,2,55,BestBuy-CRS-Report-2025.pdf,seed_batch_08,medium,"RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calculation tool that is based on methodology from the International Panel on Climate Cha","RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calcul...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0355,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r352_bestbuy,352,BEST BUY,百思买,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_scope_inventory_mapping,,3,55,BestBuy-CRS-Report-2025.pdf,seed_batch_08,medium,"RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calculation tool that is based on methodology from the International Panel on Climate Cha","RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calcul...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0356,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r352_bestbuy,352,BEST BUY,百思买,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_scope_inventory_mapping,,3,55,BestBuy-CRS-Report-2025.pdf,seed_batch_08,medium,"RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calculation tool that is based on methodology from the International Panel on Climate Cha","RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calcul...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0357,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r353_woolworthsgroup,353,WOOLWORTHS GROUP,伍尔沃斯集团,F,Wholesale and Retail Trade,批发和零售业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,,1,22,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…","Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0358,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r353_woolworthsgroup,353,WOOLWORTHS GROUP,伍尔沃斯集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,,1,22,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…","Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0359,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r353_woolworthsgroup,353,WOOLWORTHS GROUP,伍尔沃斯集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_scope_inventory_mapping,,1,22,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…","Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0360,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r353_woolworthsgroup,353,WOOLWORTHS GROUP,伍尔沃斯集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_scope_inventory_mapping,,1,22,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…","Structured standard tag: GHG Protocol; Standard role: Accounting standard ntial shifts in policy and behaviour, means there’s a wide range of possible scenarios and outcomes. Therefore, should the information available in relation to these issues change over time, the Group may review and adjust its targets. 1 In 2025_WOOLWORTHS GROUP_Sustainability_Report_…",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0361,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r356_thermofisherscientific,356,THERMO FISHER SCIENTIFIC,赛默飞世尔科技公司,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,,2,65,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,seed_batch_08,medium,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year values due to changes in the business that require baseline adjustments conducted in a,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year val...,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0362,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r356_thermofisherscientific,356,THERMO FISHER SCIENTIFIC,赛默飞世尔科技公司,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,,2,65,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,seed_batch_08,medium,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year values due to changes in the business that require baseline adjustments conducted in a,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year val...,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0363,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r356_thermofisherscientific,356,THERMO FISHER SCIENTIFIC,赛默飞世尔科技公司,C,Manufacturing,制造业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_scope_inventory_mapping,,2,65,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,seed_batch_08,medium,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year values due to changes in the business that require baseline adjustments conducted in a,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year val...,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0364,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r356_thermofisherscientific,356,THERMO FISHER SCIENTIFIC,赛默飞世尔科技公司,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_scope_inventory_mapping,,2,65,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,seed_batch_08,medium,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year values due to changes in the business that require baseline adjustments conducted in a,may be subject to revision due to data source restatements and updates to methodology. There may be differences in baseline and subsequent reporting year val...,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0365,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r357_magnainternational,357,MAGNA INTERNATIONAL,麦格纳国际,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,,3,99,101227_magna_sustainabilityreport_fy2024_final_cda.pdf,seed_batch_14,medium,"in determining whether we are becoming more effcient by normalizing emissions on a per dollar of sales, per employee and per square footage basis. The raw data for Scope 1 & 2 emissions, together with intensity metrics are set out below. Ma","in determining whether we are becoming more effcient by normalizing emissions on a per dollar of sales, per employee and per square footage basis. The raw da...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0366,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r357_magnainternational,357,MAGNA INTERNATIONAL,麦格纳国际,C,Manufacturing,制造业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_scope_inventory_mapping,,1,99,101227_magna_sustainabilityreport_fy2024_final_cda.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard in determining whether we are becoming more effcient by normalizing emissions on a per dollar of sales, per employee and per square footage basis. The raw data for Scope 1 & 2 emissions, together with intensity metrics are set out below. Ma 101227_magna_sustainabilityreport_fy2024_fin…","Structured standard tag: GHG Protocol; Standard role: Accounting standard in determining whether we are becoming more effcient by normalizing emissions on a per dollar of sales, per employee and per square footage basis. The raw data for Scope 1 & 2 emissions, together with intensity metrics are set out below. Ma 101227_magna_sustainabilityreport_fy2024_fin…",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0367,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r359_massachusettsmutuallifeinsurance,359,MASSACHUSETTS MUTUAL LIFE INSURANCE,万通互惠理财公司,J,Finance,金融业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,,2,18,2024-MASSACHUSETTS MUTUAL LIFE INSURANCE-sustainabilityreport.pdf,seed_batch_08,medium,cilities and vehicles to track our energy consumption and carbon footprint. This approach allows us to regularly assess our performance against our targets and make necessary adjustments to stay on course. We calculate our GHG emissions in,cilities and vehicles to track our energy consumption and carbon footprint. This approach allows us to regularly assess our performance against our targets a...,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0368,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r365_travelers公司,365,Travelers,Travelers,J,Finance,金融业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,,3,77,Travelers_SustainabilityReport2024.pdf,seed_batch_08,medium,"iness travel only) emissions data for the most recent three years, which has been verified by an independent third party. In addition, we include data for 2011 since it serves as the base year for the company’s initial GHG emissions reducti","iness travel only) emissions data for the most recent three years, which has been verified by an independent third party. In addition, we include data for 20...",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0369,demoted_overmapped_edge_not_accepted,demoted,sample_names_other_series_or_no_current_series_name,r366_warnerbrosdiscovery,366,WARNER BROS. DISCOVERY,华纳兄弟探索公司,R,"Culture, Sports and Entertainment",文化、体育和娱乐业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_overmapped_review,,3,25,WARNER BROS. DISCOVERY_2024_impact_report.pdf,seed_batch_08,medium,"Total Scope 1, 2, and 3 Emissions (Market-Based) 1,362,921 2. The Scope 1 greenhouse gas (GHG) emissions inventory has been prepared using the guidance set forth in the World Resources Institute (WRI)/World Business Council for Sustainable","Total Scope 1, 2, and 3 Emissions (Market-Based) 1,362,921 2. The Scope 1 greenhouse gas (GHG) emissions inventory has been prepared using the guidance set f...",Do not draw or accept this current edge. It can only be used as a demotion/search lead until page-level PDF text explicitly names the current GHG Protocol series.,不得绘制或采信当前边。页级 PDF 文本明确命名当前 GHG Protocol 系列前，只能作为降级/检索线索。
GHG-SERIES-REVIEW-0370,demoted_overmapped_edge_not_accepted,demoted,sample_names_other_series_or_no_current_series_name,r366_warnerbrosdiscovery,366,WARNER BROS. DISCOVERY,华纳兄弟探索公司,R,"Culture, Sports and Entertainment",文化、体育和娱乐业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_overmapped_review,,3,25,WARNER BROS. DISCOVERY_2024_impact_report.pdf,seed_batch_08,medium,"Total Scope 1, 2, and 3 Emissions (Market-Based) 1,362,921 2. The Scope 1 greenhouse gas (GHG) emissions inventory has been prepared using the guidance set forth in the World Resources Institute (WRI)/World Business Council for Sustainable","Total Scope 1, 2, and 3 Emissions (Market-Based) 1,362,921 2. The Scope 1 greenhouse gas (GHG) emissions inventory has been prepared using the guidance set f...",Do not draw or accept this current edge. It can only be used as a demotion/search lead until page-level PDF text explicitly names the current GHG Protocol series.,不得绘制或采信当前边。页级 PDF 文本明确命名当前 GHG Protocol 系列前，只能作为降级/检索线索。
GHG-SERIES-REVIEW-0371,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r367_canadianimperialbankofcommerce,367,CANADIAN IMPERIAL BANK OF COMMERCE,加拿大帝国商业银行,J,Finance,金融业,ghg_land_sector_removals_standard,GHG Protocol Land Sector and Removals Standard,GHG Protocol 土地部门与碳移除标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Land emissions and removals accounting standard,土地排放与碳移除核算标准,"Quantify, report, and track land-sector emissions, CO2 removals, and related metrics.",量化、报告和跟踪土地部门排放、二氧化碳移除及相关指标。,Use land-sector/removals wording; do not translate removals into corporate Scope totals unless cited that way.,使用土地部门/移除口径；除非原文如此引用，不直接改写为企业 Scope 总量。,contextual_scope_inventory_mapping,,2,100,CANADIAN IMPERIAL BANK OF COMMERCE-sustainability-report-2024-en.pdf,seed_batch_08,medium,(1) 2024 purchased carbon removals relate to reforestation projects that adhere to the AB32 Compliance; Climate Action Reserve voluntary market standard. (2) All Scope 3 emissions are calculated and disclosed using the following reporting s,(1) 2024 purchased carbon removals relate to reforestation projects that adhere to the AB32 Compliance; Climate Action Reserve voluntary market standard. (2)...,Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
GHG-SERIES-REVIEW-0372,review_required_contextual_inventory_mapping,review,scope_inventory_context_without_explicit_fine_series_name,r368_lyondellbasellindustries,368,LYONDELLBASELL INDUSTRIES,利安德巴塞尔工业公司,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,,1,3,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ed or operated manufacturing sites, pipelines, research or technical centers and large offices for 2024, unless stated otherwise. Assets that are acquired or divested will be accounted for in our base year greenhouse gas (GHG) emissions in 2024-LYONDELLBASELL INDUSTRIES-sustainability…","Structured standard tag: GHG Protocol; Standard role: Accounting standard ed or operated manufacturing sites, pipelines, research or technical centers and large offices for 2024, unless stated otherwise. Assets that are acquired or divested will be accounted for in our base year greenhouse gas (GHG) emissions in 2024-LYONDELLBASELL INDUSTRIES-sustainability…",Keep as review-only context. Do not count it as an accepted company-series relationship until page-level PDF text explicitly names this GHG Protocol series.,保留为待复核上下文。页级 PDF 文本明确命名该 GHG Protocol 系列前，不得计入已采信企业-系列关系。
