decision_id,source_queue,decision_bucket,decision_status,company_id,company_name_en,world500_rank,series_id,series_name_en,review_priority,match_status,evidence_gate,pages,source_files,decision_reason_en,next_action_en
GHG-SERIES-REVIEW-0143,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r123_pepsico,PEPSICO,123,ghg_land_sector_removals_standard,GHG Protocol Land Sector and Removals Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0144,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r123_pepsico,PEPSICO,123,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0145,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r123_pepsico,PEPSICO,123,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0146,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r123_pepsico,PEPSICO,123,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,21,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0147,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r124_unitedparcelservice,UNITED PARCEL SERVICE,124,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,10,2024-UPS-GRI-Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0148,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r124_unitedparcelservice,UNITED PARCEL SERVICE,124,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,10,2024-UPS-GRI-Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0149,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r125_ptt,PTT,125,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,152,PTT One Report ENG 2024.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0150,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r125_ptt,PTT,125,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,152,PTT One Report ENG 2024.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0151,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r125_ptt,PTT,125,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,152,PTT One Report ENG 2024.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0152,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r125_ptt,PTT,125,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,152,PTT One Report ENG 2024.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0153,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r126_axa,AXA,126,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,152,axa_urd2024_accessible_va.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0154,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r127_fedex,FEDEX,127,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,FedEx_2025_CR_Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0155,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r127_fedex,FEDEX,127,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,FedEx_2025_CR_Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0156,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r127_fedex,FEDEX,127,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,FedEx_2025_CR_Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0157,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r127_fedex,FEDEX,127,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,FedEx_2025_CR_Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0158,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r128_sony,SONY,128,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,115,SONY-SustainabilityReport2025_E.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0159,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r128_sony,SONY,128,ghg_product_standard,GHG Protocol Product Life Cycle Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,115,SONY-SustainabilityReport2025_E.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0160,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r128_sony,SONY,128,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,115,SONY-SustainabilityReport2025_E.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0161,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r128_sony,SONY,128,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,115,SONY-SustainabilityReport2025_E.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0162,world500_ghg_series_acceptance_ledger.json,demoted,demoted_overmapped_edge_not_accepted,r128_sony,SONY,128,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_demoted_overmapping,contextual_overmapped_review,sample_names_other_series_or_no_current_series_name,115,SONY-SustainabilityReport2025_E.pdf,Demoted: contextual overmapping points to another series or only generic GHG context; keep out of accepted graph.,Do not draw as accepted. Use only as a search/demotion lead unless new explicit page evidence is found.
GHG-SERIES-REVIEW-0163,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r130_engie集团,Engie,130,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,112,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0164,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r131_waltdisney,WALT DISNEY,131,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,23,华特迪士尼公司-2024-SSI-Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0165,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r131_waltdisney,WALT DISNEY,131,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,23,华特迪士尼公司-2024-SSI-Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0166,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r131_waltdisney,WALT DISNEY,131,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,23,华特迪士尼公司-2024-SSI-Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0167,world500_ghg_series_acceptance_ledger.json,demoted,demoted_overmapped_edge_not_accepted,r132_orlen,ORLEN,132,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_demoted_overmapping,contextual_overmapped_review,sample_names_other_series_or_no_current_series_name,119,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,Demoted: contextual overmapping points to another series or only generic GHG context; keep out of accepted graph.,Do not draw as accepted. Use only as a search/demotion lead unless new explicit page evidence is found.
GHG-SERIES-REVIEW-0168,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r134_dhlgroup,DHL GROUP,134,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,27,DHL-Group_2024-Progress-Report-on-Sustainability.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0169,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r134_dhlgroup,DHL GROUP,134,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,27,DHL-Group_2024-Progress-Report-on-Sustainability.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0170,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r136_nissanmotor,NISSAN MOTOR,136,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,63,NISSAN MOTOR-DB25_E_All.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0171,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r136_nissanmotor,NISSAN MOTOR,136,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,63,NISSAN MOTOR-DB25_E_All.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0172,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r137_royalbankofcanada,ROYAL BANK OF CANADA,137,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,58,ROYAL BANK OF CANADA-RBC-2024-sustainability-report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0173,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r137_royalbankofcanada,ROYAL BANK OF CANADA,137,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,58,ROYAL BANK OF CANADA-RBC-2024-sustainability-report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0174,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r140_tesco,TESCO,140,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,10,tesco-sustainability-report-2025.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0175,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r140_tesco,TESCO,140,ghg_land_sector_removals_standard,GHG Protocol Land Sector and Removals Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,10,tesco-sustainability-report-2025.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0176,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r140_tesco,TESCO,140,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,10,tesco-sustainability-report-2025.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0177,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r140_tesco,TESCO,140,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,10,tesco-sustainability-report-2025.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0178,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r140_tesco,TESCO,140,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,10,tesco-sustainability-report-2025.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0179,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r144_nipponlifeinsurance,NIPPON LIFE INSURANCE,144,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,122,NIPPON LIFE INSURANCE-2024_Sustainability_Report.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0180,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r145_siemens,SIEMENS,145,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,29,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0181,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r145_siemens,SIEMENS,145,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,29,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0182,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r145_siemens,SIEMENS,145,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,29,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0183,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r153_eneosholdings,ENEOS HOLDINGS,153,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,27,eneos_en_2023_f.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0184,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r153_eneosholdings,ENEOS HOLDINGS,153,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,27,eneos_en_2023_f.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0185,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r153_eneosholdings,ENEOS HOLDINGS,153,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,27,eneos_en_2023_f.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0186,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r166_vinci,VINCI,166,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,VINCI-2024_workforce_related_environmental_and_social_information.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0187,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r166_vinci,VINCI,166,ghg_product_standard,GHG Protocol Product Life Cycle Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,VINCI-2024_workforce_related_environmental_and_social_information.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0188,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r166_vinci,VINCI,166,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,VINCI-2024_workforce_related_environmental_and_social_information.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0189,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r166_vinci,VINCI,166,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,19,VINCI-2024_workforce_related_environmental_and_social_information.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0190,world500_ghg_series_acceptance_ledger.json,demoted,demoted_overmapped_edge_not_accepted,r168_torontodominionbank,TORONTO-DOMINION BANK,168,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_demoted_overmapping,contextual_overmapped_review,sample_names_other_series_or_no_current_series_name,60,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,Demoted: contextual overmapping points to another series or only generic GHG context; keep out of accepted graph.,Do not draw as accepted. Use only as a search/demotion lead unless new explicit page evidence is found.
GHG-SERIES-REVIEW-0191,world500_ghg_series_acceptance_ledger.json,demoted,demoted_overmapped_edge_not_accepted,r176_巴西jbs公司,JBS,176,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,P0_demoted_overmapping,contextual_overmapped_review,sample_names_other_series_or_no_current_series_name,21 | 30,JBS_Sustainability_Report_2023.pdf,Demoted: contextual overmapping points to another series or only generic GHG context; keep out of accepted graph.,Do not draw as accepted. Use only as a search/demotion lead unless new explicit page evidence is found.
GHG-SERIES-REVIEW-0192,world500_ghg_series_acceptance_ledger.json,review,review_required_contextual_inventory_mapping,r176_巴西jbs公司,JBS,176,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,P0_review_queue,contextual_scope_inventory_mapping,scope_inventory_context_without_explicit_fine_series_name,21,JBS_Sustainability_Report_2023.pdf,"Review: contextual inventory or Scope wording is present, but the page does not explicitly name this exact GHGP/PCAF series.",Promote only after page-level PDF text explicitly names this exact controlled GHGP/PCAF standard; otherwise keep review-only.
GHG-SERIES-REVIEW-0193,world500_ghg_series_acceptance_ledger.json,demoted,demoted_overmapped_edge_not_accepted,r176_巴西jbs公司,JBS,176,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,P0_demoted_overmapping,contextual_overmapped_review,sample_names_other_series_or_no_current_series_name,21 | 30,JBS_Sustainability_Report_2023.pdf,Demoted: contextual overmapping points to another series or only generic GHG context; keep out of accepted graph.,Do not draw as accepted. Use only as a search/demotion lead unless new explicit page evidence is found.
