trace_review_priority_rank,world500_rank,company_id,company_name_en,company_name_zh,source_trace_gap_type,source_trace_gap_type_zh,blocking_stage,required_action_zh,acceptance_criteria_zh,has_matched_report,report_match_status,matched_source_file,recommended_source_file,page_count,review_queue_issue_type,evidence_ledger_count_raw,traceable_evidence_row_count,accepted_traceable_evidence_count,formal_traceable_evidence_count,candidate_traceable_evidence_count,missing_source_file_row_count,missing_evidence_page_row_count,missing_snippet_row_count,source_attribution_mismatch_count,reviewer_confirm_parent_report,reviewer_confirm_page_text_available,reviewer_added_evidence_rows,reviewer_decision,reviewer_note_zh
125,436,r436_shudaoinvestmentgroup,SHUDAO INVESTMENT GROUP,蜀道投资集团有限责任公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
126,437,r437_chinanationalcoalgroup,CHINA NATIONAL COAL GROUP,中国中煤能源集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
127,438,r438_tonglingnonferrousmetalsgroup,TONGLING NONFERROUS METALS GROUP,铜陵有色金属集团控股有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
128,439,r439_ckhutchisonholdings,CK HUTCHISON HOLDINGS,长江和记实业有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
129,442,r442_pddholdings,PDD HOLDINGS,拼多多控股公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
130,447,r447_nucor,NUCOR,纽柯,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
131,452,r452_shanghaidelongsteelgroup,SHANGHAI DELONG STEEL GROUP,上海德龙钢铁集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
132,458,r458_beijingjianlongheavyindustrygroup,BEIJING JIANLONG HEAVY INDUSTRY GROUP,北京建龙重工集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
133,460,r460_shaanxiconstructionengineeringholding,SHAANXI CONSTRUCTION ENGINEERING HOLDING,陕西建工控股集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
134,465,r465_cpc,CPC,台湾中油股份有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
135,470,r470_shouganggroup,SHOUGANG GROUP,首钢集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
136,471,r471_shanxicokingcoalgroup,SHANXI COKING COAL GROUP,山西焦煤集团有限责任公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
137,472,r472_guangxiinvestmentgroup,GUANGXI INVESTMENT GROUP,广西投资集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
138,475,r475_hunanironandsteelgroup,HUNAN IRON & STEEL GROUP,湖南钢铁集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
139,476,r476_powercorpofcanada,POWER CORP. OF CANADA,加拿大鲍尔集团,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
140,483,r483_chinanationalaviationfuelgroup,CHINA NATIONAL AVIATION FUEL GROUP,中国航空油料集团有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
141,488,r488_luxshareprecisionindustry,LUXSHARE PRECISION INDUSTRY,立讯精密工业股份有限公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
142,490,r490_visa公司,Visa公司,Visa公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
143,496,r496_airfranceklmgroup,AIR FRANCE-KLM GROUP,法国航空－荷兰皇家航空集团,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
144,497,r497_enbridge公司,Enbridge公司,Enbridge公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
145,499,r499_enbridge公司,Enbridge公司,Enbridge公司,no_parent_report,缺母公司报告,P0_source_matching,先补母公司 ESG/可持续发展/气候报告；确认不是子公司、同名企业或错误简称后再抽取页码和原文。,确认母公司主报告；记录 source_file/source_path/report_year/page_count；不得使用子公司、同名企业或误匹配报告。,False,unmatched,,,0,report_unmatched,0,0,0,0,0,0,0,0,0,,,,,
