validation_status,missing_fields,evidence_boundary,technology_id,technology_name_en,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_en,subtype_id,subtype_en,project_name_en,measure_name_en,implementation_stage,timeline_years,cost_or_investment_en,cost_or_investment_review_note_en,cost_evidence_status,abatement_effect_en,evidence_page,source_file,report_title_en,snippet_en
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r349_fomentoeconómicomexicano公司,Fomento Económico Mexicano,Fomento Económico Mexicano,349,C,Manufacturing,onsite_solar_wind,Solar panels at work centers,Proximity Mexico solar panels at work centers,"Installed 20,250 solar panels at work centers and sourced renewable energy in Proximity Mexico operations",installed and in operation,2024,,,missing_project_cost_or_investment_evidence,Report states around 65% of energy consumption in Proximity Mexico came from renewable sources; quantified emissions reduction is not disclosed in this snippet.,44,FEMSA_2024_Annual_Report.pdf,FEMSA 2024 Annual Report,"FEMSA reports that in Proximity Mexico around 65% of energy consumption came from renewable sources and that 20,250 solar panels were installed at work centers. The same page also reports more than 400 electric vehicles in operations."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r353_woolworthsgroup,WOOLWORTHS GROUP,伍尔沃斯集团,353,F,Wholesale and Retail Trade,renewable_electricity_pathway,Renewable-electricity procurement pathway,Woolworths 100% renewable electricity pathway,Pathway to source 100% renewable electricity by 2025,pathway and progress disclosed in 2025 sustainability reporting,2025,,Report snippet does not disclose quantified renewable-electricity cost.,cost_not_disclosed_or_unquantified_review_note,"Report snippet states direct emissions had been reduced by 22.9% from the F23 baseline, but does not isolate the contribution of renewable electricity.",4,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,Woolworths Group Sustainability Report 2025,"We are committed to aligning with a 1.5°C future, having reduced our direct emissions by 22.9% from our F23 baseline, with a pathway to 100% renewable electricity by 2025 and 75 electric vehicles in our fleet."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r357_magnainternational,MAGNA INTERNATIONAL,麦格纳国际,357,C,Manufacturing,european_operations_renewable_electricity,European operations renewable electricity,Magna renewable electricity progress program,Building the foundation for the 2025 target of 100% renewable electricity in European operations and tracking renewable energy share,2024 progress toward 2025 European operations target,2019 | 2024 | 2025 | 2030,,Report does not disclose quantified renewable-electricity procurement cost in this snippet.,cost_not_disclosed_or_unquantified_review_note,Report states Magna continues to build toward a 2025 100% renewable electricity goal in European operations and reports 14.0% of energy consumed as renewable energy in 2024.,6,101227_magna_sustainabilityreport_fy2024_final_cda.pdf,Magna Sustainability Report FY2024,"Magna reports renewable-electricity progress as part of its decarbonization and energy targets. The report states that Magna continues to build a foundation to hit its 2025 target of 100% renewable electricity in European operations and its 2030 science-based targets. Its 2024 energy-management table reports 20,243,182 GJ of aggregate energy consumed and 14.0% of energy consumed as renewable energy."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r379_日本kddi电信公司,KDDI,日本KDDI电信,379,I,"Information Transmission, Software and Information Technology Services",onsite_solar_wind,Perovskite solar cells for base stations,Perovskite solar cells on pole-type base stations,"Deployment and social implementation of thin, lightweight perovskite solar cells wrapped around pole-type base stations",deployment and social implementation,2024,,,missing_project_cost_or_investment_evidence,Report states the technology is intended to enable space-efficient power generation compared with traditional solar panels; quantified abatement is not disclosed in this snippet.,20,kddi_sir2024_e.pdf,KDDI Sustainability Integrated Report 2024,"KDDI reports that it is focusing on deployment and social implementation of perovskite solar cells, characterized as thin, lightweight, and flexible. The report states these cells can be wrapped around poles installed on pole-type base stations, allowing space-efficient and effective power generation compared to traditional solar panels."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r391_西班牙acs集团,ACS Group,西班牙ACS,391,E,Construction,solar_parks_power_lines_battery_storage,"Solar parks, power lines, and battery storage projects",ACS sustainable energy project portfolio,"Providing sustainable energy projects including solar parks, power lines, and battery storage to support the electric transition",project portfolio disclosed as current business impact and opportunity,2024,,Report does not disclose quantified project capex in this snippet.,cost_not_disclosed_or_unquantified_review_note,"Report presents solar parks, power lines, battery storage, and sustainable mobility as projects that drive the electric transition toward a green future; quantified CO2e abatement is not disclosed in this snippet.",17,ACS Group Integrated Report 2024.pdf,ACS Group Integrated Report 2024,"ACS reports that its global influence on clients, suppliers, and subcontractors enables it to create sustainable incentives for increased use of green energy and efficient energy-management practices. The report states that by providing sustainable energy projects, including solar parks, power lines, battery storage, and sustainable mobility, ACS drives the electric transition toward a green future."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r397_xiaomi,XIAOMI,小米集团,397,C,Manufacturing,supplier_renewable_energy_program,Supplier renewable-energy and carbon-reduction program,Xiaomi Supplier Carbon Reduction Program,"Requiring supplier partners to set science-based GHG targets, increase renewable-energy use, and disclose GHG emissions data",supplier engagement program active in 2023 reporting,2023 | 2030 | 2035 | 2040,,Report does not disclose quantified program cost in this snippet.,cost_not_disclosed_or_unquantified_review_note,"Report states Xiaomi worked with 251 direct purchasing suppliers of core products in 2023, supporting validation of GHG data and climate target setting; quantified supplier renewable-energy abatement is not disclosed in this snippet.",40,"Xiaomi 2023 Environmental, Social, and Governance Report.pdf","Xiaomi Environmental, Social, and Governance Report 2023","Xiaomi reports a Supplier Carbon Reduction Program under which supplier partners are required to set science-based GHG emission reduction targets. The program includes criteria for increased utilization of renewable energy and disclosure of GHG emissions data. In 2023, Xiaomi worked closely with 251 direct purchasing suppliers of core products, including component suppliers and manufacturing suppliers, and provided support for validation of GHG emissions data and climate target setting."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r400_gsk,GSK,葛兰素史克集团,400,C,Manufacturing,renewable_certificates,Renewable electricity procurement and onsite generation,RE100 renewable electricity procurement and onsite generation program,Purchased renewable electricity and onsite renewably generated electricity as part of Scope 2 renewable electricity target,implemented and progressing,2024 | 2025 | 2030,,,missing_project_cost_or_investment_evidence,Report states 90% imported renewable electricity in 2024 and energy table reports 852 GWh purchased renewable electricity plus 22 GWh onsite renewably generated electricity.,24,GSK-responsible-business-performance-report-2024.pdf,GSK Responsible Business Performance Report 2024,"GSK reports renewable electricity performance in 2024, including purchased renewable electricity of 852 GWh and onsite renewably generated electricity of 22 GWh. The report also states that GSK reached 90% imported renewable electricity in 2024 and has targets for 100% imported renewable electricity by 2025 and 100% renewable electricity, imported and generated, by 2030."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r401_suncorenergy,SUNCOR ENERGY,森科能源公司,401,D,"Electricity, Heat, Gas and Water Production and Supply",wind_electricity_generation,Wind electricity generation,Suncor wind electricity generation metric,Reporting wind electricity generation as part of renewable electricity and fuels production metrics,operational generation metric reported for 2023 sustainability reporting,2019 | 2020 | 2021 | 2022 | 2023,,Report does not disclose quantified wind-generation investment cost in this snippet.,cost_not_disclosed_or_unquantified_review_note,"Report discloses wind electricity generation of 100,850 MWh, 98,419 MWh, 96,952 MWh, 114,009 MWh, and 130,660 MWh across the reported time series; quantified CO2e abatement is not disclosed in this snippet.",72,2023_SUNCOR ENERGY_sustainability_report.pdf,Suncor Energy Report on Sustainability 2023,"Suncor reports energy production metrics including renewable fuels production, internally consumed and exported generated electricity, and wind electricity generation. The table lists wind electricity generation in MWh across the reported series: 100,850, 98,419, 96,952, 114,009, and 130,660 MWh. The same table reports renewable fuels blended and ethanol production metrics."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r431_elo集团,ELO,ELO,431,F,Wholesale and Retail Trade,store_solar_panels,Store solar-panel installation,ELO store solar-panel installation measure,Reducing site carbon footprints through installation of solar panels in stores and related real-estate activity changes,adopted or planned changes to strategy and business model disclosed in 2024 report,2024,,Report does not disclose quantified solar-panel installation cost in this snippet.,cost_not_disclosed_or_unquantified_review_note,Report presents solar-panel installation in stores as a measure to reduce the carbon footprint of sites; quantified CO2e abatement is not disclosed in this snippet.,54,RFA_ELO_2024_EN-1.pdf,ELO Financial Report 2024,"ELO reports adopted or planned changes to strategy or business model in its real-estate activity, including reducing the carbon footprint of sites through installation of solar panels in stores. A related page repeats the measure for sites already open to the public and for new living spaces, alongside other local community actions."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r440_philipmorrisinternational,PHILIP MORRIS INTERNATIONAL,菲利普－莫里斯国际公司,440,C,Manufacturing,manufacturing_site_zero_carbon_technology,Manufacturing-site renewable and zero-carbon technologies,Zero Carbon Technology initiatives at manufacturing facilities,"Installing heat pumps, e-boilers, hybrid boilers, biomass boilers, and solar panels at five manufacturing facilities",installed in 2024,2024,,Report describes the Zero Carbon Technology initiatives as climate investments; no quantified capex is disclosed in this snippet.,cost_not_disclosed_or_unquantified_review_note,Report states the initiatives foster renewable-energy transition and emissions reduction across PMI manufacturing sites; quantified CO2e abatement is not disclosed in this snippet.,62,PHILIP MORRIS INTERNATIONAL-integrated-report-2024.pdf,Philip Morris International Integrated Report 2024,"Philip Morris International reports that through its zero carbon technology initiatives it is fostering the transition to renewable energy and reducing emissions across manufacturing sites. In 2024, this commitment materialized through the installation of heat pumps, e-boilers, hybrid boilers, biomass boilers, and solar panels at five manufacturing facilities."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r450_sap公司,SAP,SAP,450,C,Manufacturing,ppa_rec_self_generated_renewable_electricity,"PPAs, EACs, and self-generated renewable electricity",SAP renewable electricity procurement and generation measures,"Using self-generated renewable electricity, certified renewable energy certificates, long-term green electricity contracts, and power purchase agreements",market-based emissions accounting and net-zero measures disclosed for 2024 reporting,2024,,Report mentions investments in certified renewable energy certificates and long-term green electricity contracts but does not disclose quantified cost in this snippet.,cost_not_disclosed_or_unquantified_review_note,Report states renewable energies can be counted toward reductions of greenhouse gas emissions under SAP's market-based approach; quantified CO2e abatement is not disclosed in this snippet.,60,SAP Integrated Report 2024.pdf,SAP Integrated Report 2024,"SAP reports that gross greenhouse gas emissions are measured across Scope 1, Scope 2, and relevant Scope 3 emissions as part of its net-zero commitment, applying a market-based approach. The report states that renewable energies, including self-generated renewable electricity, investments in certified renewable energy certificates, long-term green electricity contracts such as power purchase agreements, and renewable electricity purchased by suppliers and customers can be counted toward greenhouse gas emission reductions."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r478_siemensenergy,SIEMENS ENERGY,西门子能源,478,D,"Electricity, Heat, Gas and Water Production and Supply",renewable_certificates,Renewable electricity for global facilities,Renewable electricity for all Siemens Energy facilities,Using renewable electricity in all facilities around the globe as a lever for climate-neutral operations,target reached in fiscal year 2023 and maintained in operations,2023 | 2030,,,missing_project_cost_or_investment_evidence,Report identifies renewable electricity in all facilities as one lever for reducing Siemens Energy's carbon footprint; quantified abatement is not disclosed in this snippet.,7,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,Siemens Energy Sustainability Report 2024,"Siemens Energy states that its goal is to be climate neutral within operations by 2030. One lever is using renewable electricity in all facilities around the globe, a target the company says it reached in fiscal year 2023. The same passage also notes reducing energy consumption, increasing electrification in processes and buildings, and transforming the entire car fleet to 100% electric vehicles."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r480_ecopetrol,ECOPETROL,哥伦比亚国家石油公司,480,B,Mining,onsite_solar_wind,Solar farm for self-consumption,La Cira Infantas solar farm,56 MWp solar farm in Barrancabermeja for self-consumption,inaugurated / commissioning tests started,2024,Report states the initiative is part of a reduction of approximately USD 1.6 million in gas consumption.,,accepted_project_cost_or_investment_evidence,"Expected to generate up to 76.3 GWh per year and reduce 18,000 tons of CO2 equivalent emissions at Barrancabermeja.",6,2024-ECOPETROL-integrated-management-report.pdf,Ecopetrol Integrated Management Report 2024,"Ecopetrol states that in 2024 it inaugurated the La Cira Infantas solar farm in Barrancabermeja, with an installed capacity of 56 MWp for self-consumption, expected to generate up to 76.3 gigawatt-hours per year. The initiative is part of a reduction of approximately USD 1.6 million in gas consumption and 18,000 tons in CO2 equivalent emissions at Barrancabermeja."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r487_heineken,HEINEKEN,喜力公司,487,C,Manufacturing,onsite_solar_wind,Biomass and concentrated solar thermal at breweries,Brazil and Vietnam biomass use and Spain concentrated solar thermal breweries,Using biomass at two large operating companies and concentrated solar thermal at two Spanish breweries,in use,2024,,,missing_project_cost_or_investment_evidence,Report presents these as success cases for decarbonising operations; quantified abatement is not disclosed in this snippet.,4,heineken_n_v_annual_report_2024_final_20feb2025.pdf,HEINEKEN Annual Report 2024,"HEINEKEN reports success cases for decarbonising operations: two of its largest operating companies, Brazil and Vietnam, are using biomass, and two of its breweries in Spain are using concentrated solar thermal to harness the power of the sun."
valid_project_evidence,,page_level_project_or_measure_evidence,renewable_power,Renewable power and green electricity procurement,r489_3m公司,3M,3M,489,C,Manufacturing,site_100_percent_renewable_electricity_conversion,Site conversion to 100% renewable electricity,3M site conversion to 100% renewable electricity,"Converting sites worldwide to be powered by 100% renewable electricity and seeking solar, wind, and other alternative energy projects",conversion program started in 2019 and reported through end-2024,2019 | 2024,,Report does not disclose quantified site conversion cost in this snippet.,cost_not_disclosed_or_unquantified_review_note,Report states sites powered by 100% renewable electricity comprised 62.9% of total electricity use at the end of 2024; quantified CO2e abatement is not disclosed in this snippet.,27,3M-2025-Global-Impact-Report.pdf,3M Global Impact Report 2025,"3M reports that its energy-footprint management includes evaluating and improving products, manufacturing processes, equipment, and sites. The report states that in 2019 3M began converting sites around the world to be powered by 100% renewable electricity. As of the end of 2024, sites powered by 100% renewable electricity comprised 62.9% of total electricity use, and 3M continues to seek alternative energy sources at sites, including solar, wind, and projects."
