ledger_id,record_type,decision_bucket,decision_status,evidence_gate,auto_promote_allowed,available_rank,complete_rank,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,total_mtco2e,scope1_mtco2e,scope2_mtco2e,scope2_method_en,scope3_mtco2e,scope3_boundary_class_en,scope3_boundary_basis_en,selected_evidence_missing_elements,inventory_years,missing_scopes,candidate_scope,candidate_value_mtco2e,candidate_inventory_year,candidate_scope2_method,candidate_evidence_page,candidate_source_file,candidate_repair_priority,p0_review_bucket,p0_all_basic_signals_present,p0_scale_risk_note,safe_use_en,safe_use_zh
EMISSIONS-RANKING-0085,ranking_row_decision,partial_review_excluded,excluded_from_complete_comparable_ranking_until_scope123_gate_passes,missing_scope_or_scope2_method_keeps_total_partial,false,85,,r224_zurichinsurancegroup,ZURICH INSURANCE GROUP,苏黎世保险集团,224,J,1.8e-05,,,,1.8e-05,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2024,Scope 1 | Scope 2,,,,,,,,,,,"Review only. Keep this total out of the complete comparable ranking until Scope 1, selected Scope 2 value/method, Scope 3, and finance Scope 3 boundary where applicable all pass the strong-evidence gate.",仅供复核。Scope 1、选定 Scope 2 数值/方法和 Scope 3 全部通过强证据门禁前，不得进入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0001,gap_candidate_decision,gap_candidate_review,candidate_page_level_recheck_required_no_auto_promote,missing_or_ambiguous_basic_signals_prevent_upgrade,false,40,,r345_raízen公司,Raízen,Raízen,345,,,,,,,,,,,Scope 2,Scope 2,0.01127042,2024,Market-Based,32,item-1338-raizen-rs24-25-en-d11.pdf,P0_recheck_matched_parts_only,P0_page_level_recheck_required,false,"anchor token 11,270.42 differs from normalized value forms; verify unit scaling","Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0002,gap_candidate_decision,gap_candidate_review,candidate_page_level_recheck_required_no_auto_promote,missing_or_ambiguous_basic_signals_prevent_upgrade,false,73,,r206_chinavanke,CHINA VANKE,万科企业股份有限公司,206,,,,,,,,,,,Scope 2,Scope 2,0.26132683,2024,Market-Based,45,2024-CHINA VANKE-sustainability-report.pdf,P0_recheck_matched_parts_only,P0_page_level_recheck_required,false,value token not found in snippet; keep as page-level review,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0003,gap_candidate_decision,gap_candidate_review,candidate_page_level_recheck_required_no_auto_promote,missing_or_ambiguous_basic_signals_prevent_upgrade,false,75,,r317_tokyoelectricpower,TOKYO ELECTRIC POWER,东京电力公司,317,,,,,,,,,,,Scope 2,Scope 2,0.446,2024,Market-Based,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,P0_recheck_matched_parts_only,P0_page_level_recheck_required,false,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0004,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,1,,r183_airbus,AIRBUS,空中客车公司,183,,,,,,,,,,,Scope 3,Scope 3,10.605,,,2,AIRBUS-pm_38_711_711991-us758j55ai.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0005,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,16,,r278_americanairlinesgroup,AMERICAN AIRLINES GROUP,美国航空集团,278,,,,,,,,,,,Scope 3,Scope 3,0.015125,,,81,American-Airlines-Sustainability-Report-2024.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0006,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,17,,r486_linde,LINDE,林德集团,486,,,,,,,,,,,Scope 3,Scope 3,0.53,,,99,2024-LINDE-sustainable-development-report.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0007,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,20,,r132_orlen,ORLEN,波兰国营石油公司,132,,,,,,,,,,,Scope 2,Scope 2,2.510119,,Market-Based,161,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0008,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,24,,r191_generalelectric,GENERAL ELECTRIC,通用电气公司,191,,,,,,,,,,,Scope 1,Scope 1,0.39999999999999997,,,35,GENERAL ELECTRIC-Aerospace 2025-sustainability-report.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0009,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,28,,r024_glencore,GLENCORE,嘉能可,24,,,,,,,,,,,Scope 2,Scope 2,10.9,,,65,Glencore_2024_Sustainability_Report.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0010,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,39,,r101_eon,E.ON,意昂集团,101,,,,,,,,,,,Scope 1,Scope 1,3,,,46,E.ON-GB24-gesamt-EN_final.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0011,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,44,,r073_hyundaimotor,HYUNDAI MOTOR,现代汽车,73,,,,,,,,,,,Scope 3,Scope 3,147.253154,,,135,HYUNDAI MOTOR-hmc-2025-sustainability-report-en-v13.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0012,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,48,,r127_fedex,FEDEX,联邦快递,127,,,,,,,,,,,Scope 1,Scope 1,0.010230999999999999,,,38,FedEx_2025_CR_Report.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0013,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,60,,r262_tjx公司,TJX,TJX,262,,,,,,,,,,,Scope 3,Scope 3,0.0126,,,68,tjx-2025-global-corporate-responsibility-report.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0014,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,80,,r376_abbottlaboratories,ABBOTT LABORATORIES,雅培公司,376,,,,,,,,,,,Scope 2,Scope 2,0.024999999999999998,,Market-Based,47,Abbott-2024-Global-Sustainability-Report-June-2025.pdf,P1_manual_confidence_upgrade_review,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0015,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,23,,r061_valeroenergy,VALERO ENERGY,瓦莱罗能源公司,61,,,,,,,,,,,Scope 2,Scope 2,4.9,2023,Market-Based,20,VALERO ENERGY-2024 ESG Report 0823 FINAL pages.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0016,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,39,,r101_eon,E.ON,意昂集团,101,,,,,,,,,,,Scope 3,Scope 3,60.06,2024,,45,E.ON-GB24-gesamt-EN_final.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0017,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,40,,r345_raízen公司,Raízen,Raízen,345,,,,,,,,,,,Scope 3,Scope 3,13.08621082,2024,,32,item-1338-raizen-rs24-25-en-d11.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0018,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,41,,r017_alphabet公司,Alphabet,Alphabet,17,,,,,,,,,,,Scope 3,Scope 3,12.052999999999999,2024,,105,google-2025-environmental-report.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0019,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,45,,r401_suncorenergy,SUNCOR ENERGY,森科能源公司,401,,,,,,,,,,,Scope 1,Scope 1,27.34,2022,,74,2023_SUNCOR ENERGY_sustainability_report.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0020,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,49,,r235_conocophillips,CONOCOPHILLIPS,康菲石油公司,235,,,,,,,,,,,Scope 1,Scope 1,17.7,2024,,85,2024-sustainability-report CONOCOPHILLIPS.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0021,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,70,,r168_torontodominionbank,TORONTO-DOMINION BANK,多伦多道明银行,168,,,,,,,,,,,Scope 1,Scope 1,0.039292,2024,,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0022,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,70,,r168_torontodominionbank,TORONTO-DOMINION BANK,多伦多道明银行,168,,,,,,,,,,,Scope 2,Scope 2,0.076179,2024,Location-Based,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0023,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,79,,r374_lufthansagroup,LUFTHANSA GROUP,汉莎集团,374,,,,,,,,,,,Scope 2,Scope 2,0.001,2025,,163,LH-AR-2024-e.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
EMISSIONS-GAP-CANDIDATE-0024,gap_candidate_decision,gap_candidate_review,candidate_review_only_no_auto_promote,diagnostic_candidate_outside_p0_packet,false,83,,r130_engie集团,Engie,Engie,130,,,,,,,,,,,Scope 1,Scope 1,80.489233,2024,,118,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,P1_resolve_conflict,,,,"Candidate only. Do not add to complete comparable ranking until source evidence is corrected, the strong gate passes, and reporting_views is rebuilt.",仅候选。源证据修正、强证据门禁通过并重建 reporting_views 前，不得加入完整可比排行。
