source,target,relation,relation_zh,evidence_page
standard_ref:volkswagen__2023__sustainability_report__iso_14040_14044,accounting_principle:completeness,references_accounting_principle,关联核算原则,
report:volkswagen__2023__sustainability_report,standard_ref:volkswagen__2023__sustainability_report__gri,documents_standard_reference,记录标准引用事实,3
standard_ref:volkswagen__2023__sustainability_report__gri,standard:gri,references_standard,引用标准,3
standard_ref:volkswagen__2023__sustainability_report__gri,standard_family:esg_disclosure_framework,belongs_to_standard_family,属于标准体系,
standard_ref:volkswagen__2023__sustainability_report__gri,standard_role:disclosure_standard,has_standard_role,具有标准角色,
standard_ref:volkswagen__2023__sustainability_report__gri,scope:enterprise_wide_disclosure,relates_to_scope,关联排放范围,
standard_ref:volkswagen__2023__sustainability_report__gri,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:volkswagen__2023__sustainability_report__gri,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:volkswagen__2023__sustainability_report__gri,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
standard_ref:volkswagen__2023__sustainability_report__gri,accounting_principle:materiality,references_accounting_principle,关联核算原则,
standard_ref:volkswagen__2023__sustainability_report__gri,accounting_principle:comparability,references_accounting_principle,关联核算原则,
report:walmart__2025__esg_report,standard_ref:walmart__2025__esg_report__ghg_protocol,documents_standard_reference,记录标准引用事实,7
standard_ref:walmart__2025__esg_report__ghg_protocol,standard:ghg_protocol,references_standard,引用标准,7
standard_ref:walmart__2025__esg_report__ghg_protocol,standard_family:ghg_accounting_system,belongs_to_standard_family,属于标准体系,
standard_ref:walmart__2025__esg_report__ghg_protocol,standard_role:accounting_standard,has_standard_role,具有标准角色,
standard_ref:walmart__2025__esg_report__ghg_protocol,scope:scope_1,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__ghg_protocol,scope:scope_2,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__ghg_protocol,scope:scope_3,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__ghg_protocol,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__ghg_protocol,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__ghg_protocol,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__ghg_protocol,accounting_principle:relevance,references_accounting_principle,关联核算原则,
standard_ref:walmart__2025__esg_report__ghg_protocol,accounting_principle:completeness,references_accounting_principle,关联核算原则,
standard_ref:walmart__2025__esg_report__ghg_protocol,accounting_principle:consistency,references_accounting_principle,关联核算原则,
standard_ref:walmart__2025__esg_report__ghg_protocol,accounting_principle:transparency,references_accounting_principle,关联核算原则,
standard_ref:walmart__2025__esg_report__ghg_protocol,accounting_principle:accuracy,references_accounting_principle,关联核算原则,
report:walmart__2025__esg_report,standard_ref:walmart__2025__esg_report__iso_14064_3,documents_standard_reference,记录标准引用事实,7
standard_ref:walmart__2025__esg_report__iso_14064_3,standard:iso_14064_3,references_standard,引用标准,7
standard_ref:walmart__2025__esg_report__iso_14064_3,standard_family:iso_assurance_system,belongs_to_standard_family,属于标准体系,
standard_ref:walmart__2025__esg_report__iso_14064_3,standard_role:verification_and_assurance_standard,has_standard_role,具有标准角色,
standard_ref:walmart__2025__esg_report__iso_14064_3,scope:scope_1,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__iso_14064_3,scope:scope_2,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__iso_14064_3,scope:scope_3,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__iso_14064_3,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__iso_14064_3,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__iso_14064_3,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__iso_14064_3,accounting_principle:verifiability,references_accounting_principle,关联核算原则,
standard_ref:walmart__2025__esg_report__iso_14064_3,accounting_principle:credibility,references_accounting_principle,关联核算原则,
report:walmart__2025__esg_report,standard_ref:walmart__2025__esg_report__ifrs_s2,documents_standard_reference,记录标准引用事实,107
standard_ref:walmart__2025__esg_report__ifrs_s2,standard:ifrs_s2,references_standard,引用标准,107
standard_ref:walmart__2025__esg_report__ifrs_s2,standard_family:climate_disclosure_standard,belongs_to_standard_family,属于标准体系,
standard_ref:walmart__2025__esg_report__ifrs_s2,standard_role:disclosure_standard,has_standard_role,具有标准角色,
standard_ref:walmart__2025__esg_report__ifrs_s2,scope:enterprise_wide_disclosure,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__ifrs_s2,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__ifrs_s2,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__ifrs_s2,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__ifrs_s2,accounting_principle:financial_materiality,references_accounting_principle,关联核算原则,
standard_ref:walmart__2025__esg_report__ifrs_s2,accounting_principle:comparability,references_accounting_principle,关联核算原则,
report:walmart__2025__esg_report,standard_ref:walmart__2025__esg_report__gri,documents_standard_reference,记录标准引用事实,106
standard_ref:walmart__2025__esg_report__gri,standard:gri,references_standard,引用标准,106
standard_ref:walmart__2025__esg_report__gri,standard_family:esg_disclosure_framework,belongs_to_standard_family,属于标准体系,
standard_ref:walmart__2025__esg_report__gri,standard_role:disclosure_standard,has_standard_role,具有标准角色,
standard_ref:walmart__2025__esg_report__gri,scope:enterprise_wide_disclosure,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__gri,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__gri,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__gri,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__gri,accounting_principle:materiality,references_accounting_principle,关联核算原则,
standard_ref:walmart__2025__esg_report__gri,accounting_principle:comparability,references_accounting_principle,关联核算原则,
report:walmart__2025__esg_report,standard_ref:walmart__2025__esg_report__sasb,documents_standard_reference,记录标准引用事实,106
standard_ref:walmart__2025__esg_report__sasb,standard:sasb,references_standard,引用标准,106
standard_ref:walmart__2025__esg_report__sasb,standard_family:industry_disclosure_framework,belongs_to_standard_family,属于标准体系,
standard_ref:walmart__2025__esg_report__sasb,standard_role:disclosure_guideline,has_standard_role,具有标准角色,
standard_ref:walmart__2025__esg_report__sasb,scope:enterprise_wide_disclosure,relates_to_scope,关联排放范围,
standard_ref:walmart__2025__esg_report__sasb,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__sasb,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__sasb,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
standard_ref:walmart__2025__esg_report__sasb,accounting_principle:financial_materiality,references_accounting_principle,关联核算原则,
report:byd__2024__sustainability_report,standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,documents_standard_reference,记录标准引用事实,153
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,standard:hkex_esg_reporting_code,references_standard,引用标准,153
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,standard_family:esg_disclosure_framework,belongs_to_standard_family,属于标准体系,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,standard_role:disclosure_code,has_standard_role,具有标准角色,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,scope:enterprise_wide_disclosure,relates_to_scope,关联排放范围,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,accounting_principle:materiality,references_accounting_principle,关联核算原则,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,accounting_principle:quantitative,references_accounting_principle,关联核算原则,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,accounting_principle:balance,references_accounting_principle,关联核算原则,
standard_ref:byd__2024__sustainability_report__hkex_esg_reporting_code_p153,accounting_principle:consistency,references_accounting_principle,关联核算原则,
report:byd__2024__sustainability_report,standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,documents_standard_reference,记录标准引用事实,153
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,standard:isae_3000_revised,references_standard,引用标准,153
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,standard_family:sustainability_assurance_standard,belongs_to_standard_family,属于标准体系,
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,standard_role:assurance_standard,has_standard_role,具有标准角色,
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,scope:scope_1,relates_to_scope,关联排放范围,
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,scope:scope_2,relates_to_scope,关联排放范围,
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,accounting_principle:limited_assurance,references_accounting_principle,关联核算原则,
standard_ref:byd__2024__sustainability_report__isae_3000_revised_p153,accounting_principle:evidence_based_assurance,references_accounting_principle,关联核算原则,
report:byd__2024__sustainability_report,standard_ref:byd__2024__sustainability_report__isae_3410_p153,documents_standard_reference,记录标准引用事实,153
standard_ref:byd__2024__sustainability_report__isae_3410_p153,standard:isae_3410,references_standard,引用标准,153
standard_ref:byd__2024__sustainability_report__isae_3410_p153,standard_family:greenhouse_gas_assurance_standard,belongs_to_standard_family,属于标准体系,
standard_ref:byd__2024__sustainability_report__isae_3410_p153,standard_role:greenhouse_gas_assurance_standard,has_standard_role,具有标准角色,
standard_ref:byd__2024__sustainability_report__isae_3410_p153,scope:scope_1,relates_to_scope,关联排放范围,
standard_ref:byd__2024__sustainability_report__isae_3410_p153,scope:scope_2,relates_to_scope,关联排放范围,
standard_ref:byd__2024__sustainability_report__isae_3410_p153,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
standard_ref:byd__2024__sustainability_report__isae_3410_p153,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
standard_ref:byd__2024__sustainability_report__isae_3410_p153,accounting_principle:limited_assurance,references_accounting_principle,关联核算原则,
standard_ref:byd__2024__sustainability_report__isae_3410_p153,accounting_principle:ghg_statement_assurance,references_accounting_principle,关联核算原则,
report:amazon__2024__sustainability_report,methodology:amazon_scope1_mobile,documents_methodology,记录排放方法事实,9
emission:amazon__2024__sustainability_report:amazon:scope_1,methodology:amazon_scope1_mobile,has_methodology_fact,具有排放方法事实,9
methodology:amazon_scope1_mobile,scope:scope_1,relates_to_scope,关联排放范围,
methodology:amazon_scope1_mobile,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
methodology:amazon_scope1_mobile,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:amazon_scope1_mobile,activity_category:mobile_emission_source,has_activity_category,具有活动类别,
report:amazon__2024__sustainability_report,methodology:amazon_scope1_fugitive,documents_methodology,记录排放方法事实,9
emission:amazon__2024__sustainability_report:amazon:scope_1,methodology:amazon_scope1_fugitive,has_methodology_fact,具有排放方法事实,9
methodology:amazon_scope1_fugitive,scope:scope_1,relates_to_scope,关联排放范围,
methodology:amazon_scope1_fugitive,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
methodology:amazon_scope1_fugitive,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:amazon_scope1_fugitive,activity_category:fugitive_emissions,has_activity_category,具有活动类别,
report:amazon__2024__sustainability_report,methodology:amazon_scope2_market_based,documents_methodology,记录排放方法事实,50
emission:amazon__2024__sustainability_report:amazon:scope_2,methodology:amazon_scope2_market_based,has_methodology_fact,具有排放方法事实,50
methodology:amazon_scope2_market_based,scope:scope_2,relates_to_scope,关联排放范围,
methodology:amazon_scope2_market_based,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
methodology:amazon_scope2_market_based,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:amazon_scope2_market_based,activity_category:purchased_electricity,has_activity_category,具有活动类别,
methodology:amazon_scope2_market_based,calculation_method:market_based,has_calculation_method,具有核算方法,
report:amazon__2024__sustainability_report,methodology:amazon_scope3_disclosure,documents_methodology,记录排放方法事实,50
emission:amazon__2024__sustainability_report:amazon:scope_3,methodology:amazon_scope3_disclosure,has_methodology_fact,具有排放方法事实,50
methodology:amazon_scope3_disclosure,scope:scope_3,relates_to_scope,关联排放范围,
methodology:amazon_scope3_disclosure,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:amazon_scope3_disclosure,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:amazon_scope3_disclosure,activity_category:value_chain_activities,has_activity_category,具有活动类别,
report:apple__2025__environmental_progress_report,methodology:apple_scope3_primary_lca,documents_methodology,记录排放方法事实,106
emission:apple__2025__environmental_progress_report:apple:scope_3,methodology:apple_scope3_primary_lca,has_methodology_fact,具有排放方法事实,106
methodology:apple_scope3_primary_lca,scope:scope_3,relates_to_scope,关联排放范围,
methodology:apple_scope3_primary_lca,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:apple_scope3_primary_lca,data_source_type:primary_data,has_data_source_type,具有数据来源类型,
methodology:apple_scope3_primary_lca,assurance_stage:validation,has_assurance_stage,具有核查鉴证环节,
methodology:apple_scope3_primary_lca,calculation_method:life_cycle_assessment,has_calculation_method,具有核算方法,
methodology:apple_scope3_primary_lca,boundary_type:product_life_cycle_boundary,has_boundary_type,具有边界类型,
report:apple__2025__environmental_progress_report,methodology:apple_scope3_secondary_lca,documents_methodology,记录排放方法事实,106
emission:apple__2025__environmental_progress_report:apple:scope_3,methodology:apple_scope3_secondary_lca,has_methodology_fact,具有排放方法事实,106
methodology:apple_scope3_secondary_lca,scope:scope_3,relates_to_scope,关联排放范围,
methodology:apple_scope3_secondary_lca,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:apple_scope3_secondary_lca,data_source_type:secondary_data,has_data_source_type,具有数据来源类型,
methodology:apple_scope3_secondary_lca,assurance_stage:verification,has_assurance_stage,具有核查鉴证环节,
methodology:apple_scope3_secondary_lca,calculation_method:life_cycle_assessment,has_calculation_method,具有核算方法,
methodology:apple_scope3_secondary_lca,boundary_type:product_life_cycle_boundary,has_boundary_type,具有边界类型,
report:byd__2024__sustainability_report,methodology:byd_scope1_direct,documents_methodology,记录排放方法事实,127
emission:byd__2024__sustainability_report:byd:scope_1,methodology:byd_scope1_direct,has_methodology_fact,具有排放方法事实,127
methodology:byd_scope1_direct,scope:scope_1,relates_to_scope,关联排放范围,
methodology:byd_scope1_direct,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
methodology:byd_scope1_direct,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
report:byd__2024__sustainability_report,methodology:byd_scope2_purchased_power,documents_methodology,记录排放方法事实,127
emission:byd__2024__sustainability_report:byd:scope_2,methodology:byd_scope2_purchased_power,has_methodology_fact,具有排放方法事实,127
methodology:byd_scope2_purchased_power,scope:scope_2,relates_to_scope,关联排放范围,
methodology:byd_scope2_purchased_power,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
methodology:byd_scope2_purchased_power,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:byd_scope2_purchased_power,activity_category:purchased_electricity,has_activity_category,具有活动类别,
report:byd__2024__sustainability_report,methodology:byd_scope3_partial_categories,documents_methodology,记录排放方法事实,127
emission:byd__2024__sustainability_report:byd:scope_3,methodology:byd_scope3_partial_categories,has_methodology_fact,具有排放方法事实,127
methodology:byd_scope3_partial_categories,scope:scope_3,relates_to_scope,关联排放范围,
methodology:byd_scope3_partial_categories,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:byd_scope3_partial_categories,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:byd_scope3_partial_categories,activity_category:value_chain_activities,has_activity_category,具有活动类别,
report:geely__2024__sustainability_report,methodology:geely_scope1_bu_boundary,documents_methodology,记录排放方法事实,38
emission:geely__2024__sustainability_report:geely_auto:scope_1,methodology:geely_scope1_bu_boundary,has_methodology_fact,具有排放方法事实,38
methodology:geely_scope1_bu_boundary,scope:scope_1,relates_to_scope,关联排放范围,
methodology:geely_scope1_bu_boundary,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
methodology:geely_scope1_bu_boundary,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:geely_scope1_bu_boundary,boundary_type:business_unit_boundary,has_boundary_type,具有边界类型,
report:geely__2024__sustainability_report,methodology:geely_scope2_bu_boundary,documents_methodology,记录排放方法事实,38
emission:geely__2024__sustainability_report:geely_auto:scope_2,methodology:geely_scope2_bu_boundary,has_methodology_fact,具有排放方法事实,38
methodology:geely_scope2_bu_boundary,scope:scope_2,relates_to_scope,关联排放范围,
methodology:geely_scope2_bu_boundary,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
methodology:geely_scope2_bu_boundary,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:geely_scope2_bu_boundary,activity_category:purchased_electricity,has_activity_category,具有活动类别,
methodology:geely_scope2_bu_boundary,boundary_type:business_unit_boundary,has_boundary_type,具有边界类型,
report:geely__2024__sustainability_report,methodology:geely_scope3_bu_boundary,documents_methodology,记录排放方法事实,38
emission:geely__2024__sustainability_report:geely_auto:scope_3,methodology:geely_scope3_bu_boundary,has_methodology_fact,具有排放方法事实,38
methodology:geely_scope3_bu_boundary,scope:scope_3,relates_to_scope,关联排放范围,
methodology:geely_scope3_bu_boundary,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:geely_scope3_bu_boundary,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:geely_scope3_bu_boundary,boundary_type:business_unit_boundary,has_boundary_type,具有边界类型,
report:microsoft__2025__environmental_sustainability_report,methodology:microsoft_scope1_derived,documents_methodology,记录排放方法事实,13
emission:microsoft__2025__environmental_sustainability_report:microsoft:scope_1,methodology:microsoft_scope1_derived,has_methodology_fact,具有排放方法事实,13
methodology:microsoft_scope1_derived,scope:scope_1,relates_to_scope,关联排放范围,
methodology:microsoft_scope1_derived,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
methodology:microsoft_scope1_derived,data_source_type:derived_data,has_data_source_type,具有数据来源类型,
methodology:microsoft_scope1_derived,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
report:microsoft__2025__environmental_sustainability_report,methodology:microsoft_scope2_derived,documents_methodology,记录排放方法事实,13
emission:microsoft__2025__environmental_sustainability_report:microsoft:scope_2,methodology:microsoft_scope2_derived,has_methodology_fact,具有排放方法事实,13
methodology:microsoft_scope2_derived,scope:scope_2,relates_to_scope,关联排放范围,
methodology:microsoft_scope2_derived,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
methodology:microsoft_scope2_derived,data_source_type:derived_data,has_data_source_type,具有数据来源类型,
methodology:microsoft_scope2_derived,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
report:microsoft__2025__environmental_sustainability_report,methodology:microsoft_scope3_derived,documents_methodology,记录排放方法事实,13
emission:microsoft__2025__environmental_sustainability_report:microsoft:scope_3,methodology:microsoft_scope3_derived,has_methodology_fact,具有排放方法事实,13
methodology:microsoft_scope3_derived,scope:scope_3,relates_to_scope,关联排放范围,
methodology:microsoft_scope3_derived,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:microsoft_scope3_derived,data_source_type:derived_data,has_data_source_type,具有数据来源类型,
methodology:microsoft_scope3_derived,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
report:totalenergies__2025__sustainability_and_climate_progress_report,methodology:total_scope3_cat11,documents_methodology,记录排放方法事实,107
emission:totalenergies__2025__sustainability_and_climate_progress_report:totalenergies:scope_3,methodology:total_scope3_cat11,has_methodology_fact,具有排放方法事实,107
methodology:total_scope3_cat11,scope:scope_3,relates_to_scope,关联排放范围,
methodology:total_scope3_cat11,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:total_scope3_cat11,scope3_category:11.0,has_scope3_category,具有范围三类别,
methodology:total_scope3_cat11,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:total_scope3_cat11,activity_category:use_of_sold_products,has_activity_category,具有活动类别,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope1_fugitive_assured,documents_methodology,记录排放方法事实,81
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_1,methodology:uhg_scope1_fugitive_assured,has_methodology_fact,具有排放方法事实,81
methodology:uhg_scope1_fugitive_assured,scope:scope_1,relates_to_scope,关联排放范围,
methodology:uhg_scope1_fugitive_assured,emission_type:direct_emissions,relates_to_emission_type,关联排放类型,
methodology:uhg_scope1_fugitive_assured,assurance_stage:assurance,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope1_fugitive_assured,activity_category:fugitive_emissions,has_activity_category,具有活动类别,
methodology:uhg_scope1_fugitive_assured,boundary_type:operational_control,has_boundary_type,具有边界类型,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope2_primary_location,documents_methodology,记录排放方法事实,81
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_2,methodology:uhg_scope2_primary_location,has_methodology_fact,具有排放方法事实,81
methodology:uhg_scope2_primary_location,scope:scope_2,relates_to_scope,关联排放范围,
methodology:uhg_scope2_primary_location,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
methodology:uhg_scope2_primary_location,data_source_type:primary_data,has_data_source_type,具有数据来源类型,
methodology:uhg_scope2_primary_location,assurance_stage:assurance,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope2_primary_location,activity_category:purchased_electricity,has_activity_category,具有活动类别,
methodology:uhg_scope2_primary_location,calculation_method:location_based,has_calculation_method,具有核算方法,
methodology:uhg_scope2_primary_location,boundary_type:operational_control,has_boundary_type,具有边界类型,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope2_estimated_market,documents_methodology,记录排放方法事实,81
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_2,methodology:uhg_scope2_estimated_market,has_methodology_fact,具有排放方法事实,81
methodology:uhg_scope2_estimated_market,scope:scope_2,relates_to_scope,关联排放范围,
methodology:uhg_scope2_estimated_market,emission_type:indirect_energy_emissions,relates_to_emission_type,关联排放类型,
methodology:uhg_scope2_estimated_market,data_source_type:estimated_data,has_data_source_type,具有数据来源类型,
methodology:uhg_scope2_estimated_market,assurance_stage:assurance,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope2_estimated_market,activity_category:purchased_electricity,has_activity_category,具有活动类别,
methodology:uhg_scope2_estimated_market,calculation_method:market_based,has_calculation_method,具有核算方法,
methodology:uhg_scope2_estimated_market,boundary_type:operational_control,has_boundary_type,具有边界类型,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope3_cat1_spend,documents_methodology,记录排放方法事实,82
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_3,methodology:uhg_scope3_cat1_spend,has_methodology_fact,具有排放方法事实,82
methodology:uhg_scope3_cat1_spend,scope:scope_3,relates_to_scope,关联排放范围,
methodology:uhg_scope3_cat1_spend,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:uhg_scope3_cat1_spend,scope3_category:1.0,has_scope3_category,具有范围三类别,
methodology:uhg_scope3_cat1_spend,data_source_type:secondary_data,has_data_source_type,具有数据来源类型,
methodology:uhg_scope3_cat1_spend,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope3_cat1_spend,activity_category:value_chain_activities,has_activity_category,具有活动类别,
methodology:uhg_scope3_cat1_spend,calculation_method:spend_based,has_calculation_method,具有核算方法,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope3_cat3_average,documents_methodology,记录排放方法事实,82
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_3,methodology:uhg_scope3_cat3_average,has_methodology_fact,具有排放方法事实,82
methodology:uhg_scope3_cat3_average,scope:scope_3,relates_to_scope,关联排放范围,
methodology:uhg_scope3_cat3_average,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:uhg_scope3_cat3_average,scope3_category:3.0,has_scope3_category,具有范围三类别,
methodology:uhg_scope3_cat3_average,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope3_cat3_average,activity_category:value_chain_activities,has_activity_category,具有活动类别,
methodology:uhg_scope3_cat3_average,calculation_method:average_data_method,has_calculation_method,具有核算方法,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope3_cat5_waste,documents_methodology,记录排放方法事实,82
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_3,methodology:uhg_scope3_cat5_waste,has_methodology_fact,具有排放方法事实,82
methodology:uhg_scope3_cat5_waste,scope:scope_3,relates_to_scope,关联排放范围,
methodology:uhg_scope3_cat5_waste,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:uhg_scope3_cat5_waste,scope3_category:5.0,has_scope3_category,具有范围三类别,
methodology:uhg_scope3_cat5_waste,data_source_type:primary_data,has_data_source_type,具有数据来源类型,
methodology:uhg_scope3_cat5_waste,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope3_cat5_waste,activity_category:waste_in_operations,has_activity_category,具有活动类别,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope3_cat6_travel,documents_methodology,记录排放方法事实,82
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_3,methodology:uhg_scope3_cat6_travel,has_methodology_fact,具有排放方法事实,82
methodology:uhg_scope3_cat6_travel,scope:scope_3,relates_to_scope,关联排放范围,
methodology:uhg_scope3_cat6_travel,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:uhg_scope3_cat6_travel,scope3_category:6.0,has_scope3_category,具有范围三类别,
methodology:uhg_scope3_cat6_travel,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope3_cat6_travel,activity_category:business_travel,has_activity_category,具有活动类别,
methodology:uhg_scope3_cat6_travel,calculation_method:distance_based,has_calculation_method,具有核算方法,
report:unitedhealth__2024__sustainability_report,methodology:uhg_scope3_cat15_pcaf,documents_methodology,记录排放方法事实,35
emission:unitedhealth__2024__sustainability_report:unitedhealth:scope_3,methodology:uhg_scope3_cat15_pcaf,has_methodology_fact,具有排放方法事实,35
methodology:uhg_scope3_cat15_pcaf,scope:scope_3,relates_to_scope,关联排放范围,
methodology:uhg_scope3_cat15_pcaf,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
