company_id,world500_rank,company_name_zh,company_name_en,diagnosis_category_zh,diagnosis_category_en,evidence_file,evidence_path,evidence_type,diagnosis_note_zh,diagnosis_note_en,confidence_level,diagnosis_rule
r497_enbridge公司,497,Enbridge公司,Enbridge公司,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“Enbridge公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'Enbridge公司'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r499_enbridge公司,499,Enbridge公司,Enbridge公司,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“Enbridge公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'Enbridge公司'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r051_kroger,51,克罗格,KROGER,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“克罗格”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'KROGER'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r064_bnpparibas,64,法国巴黎银行,BNP PARIBAS,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“法国巴黎银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'BNP PARIBAS'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r075_shandongenergygroup,75,山东能源集团有限公司,SHANDONG ENERGY GROUP,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“山东能源集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'SHANDONG ENERGY GROUP'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r076_comcast,76,美国康卡斯特电信公司,COMCAST,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“美国康卡斯特电信公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'COMCAST'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r080_wellsfargo,80,美国富国银行,WELLS FARGO,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“美国富国银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'WELLS FARGO'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r081_hengligroup,81,恒力集团有限公司,HENGLI GROUP,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“恒力集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'HENGLI GROUP'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r083_chinapostgroup,83,中国邮政集团有限公司,CHINA POST GROUP,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“中国邮政集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'CHINA POST GROUP'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r088_freddiemac,88,房地美,FREDDIE MAC,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“房地美”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'FREDDIE MAC'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r009_berkshirehathaway,9,伯克希尔－哈撒韦公司,BERKSHIRE HATHAWAY,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“伯克希尔－哈撒韦公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'BERKSHIRE HATHAWAY'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r092_humana,92,哈门那公司,HUMANA,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“哈门那公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'HUMANA'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
r099_petrobras,99,巴西国家石油公司,PETROBRAS,库内无母公司主报告,No parent-company main report in corpus,,,,在当前库存文件中，未检出能够安全归属于“巴西国家石油公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,No file in the current corpus can be safely attributed to the parent company 'PETROBRAS'. Available file-name evidence is insufficient for a reliable manual match.,high,default_no_parent_report
